,Unnamed: 0,Unnamed: 0.1,hs_code,Indent,Description,sc_names
893,893,893,9401,0,Seats (other than those of heading 9402) &&  whether or not convertible into beds &&  && parts thereof,
894,894,894,9401.10,1,Seats of a kind used for aircraft,
895,895,895,9401.10.40.00,2,Leather upholstered,
896,896,896,9401.10.80.00,2,Other,
897,897,897,9401.20.00.00,1,Seats of a kind used for motor vehicles,
898,898,898,9401.30,1,Swivel seats with variable height adjustment,
899,899,899,9401.30.40.00,2,With wooden frame,
900,900,900,9401.30.80,2,Other,
901,901,901,9401.30.80.10,3,Household,
902,902,902,9401.30.80.30,3,Other,
903,903,903,9401.40.00.00,1,Seats other than garden seats or camping equipment &&  convertible into beds,
904,904,904,,1,Seats of cane &&  osier &&  bamboo or similar materials,
905,905,905,9401.52.00.00,2,Of bamboo,
906,906,906,9401.53.00.00,2,Of rattan,
907,907,907,9401.59.00.00,2,Other,
908,908,908,,1,Other seats &&  with wooden frames,
909,909,909,9401.61,2,Upholstered,
910,910,910,,3,Chairs,
911,911,911,9401.61.20,4,Of teak,
912,912,912,9401.61.20.10,5,Household,
913,913,913,9401.61.20.30,5,Other,
914,914,914,9401.61.40,4,Other,
915,915,915,9401.61.40.01,5,Chairs for children &&  including highchairs,
916,916,916,9401.61.40.11,5,Other household,
917,917,917,9401.61.40.31,5,Other,
918,918,918,9401.61.60,3,Other,
919,919,919,9401.61.60.01,4,Stationary activity centers for children,
920,920,920,9401.61.60.05,4,Other seats for children,
921,921,921,9401.61.60.11,4,Other household,
922,922,922,9401.61.60.31,4,Other,
923,923,923,9401.69,2,Other,
924,924,924,9401.69.20,3,Bent-wood seats,
925,925,925,9401.69.20.10,4,Household,
926,926,926,9401.69.20.30,4,Other,
927,927,927,,3,Other,
928,928,928,,4,Chairs,
929,929,929,9401.69.40,5,Of teak,
930,930,930,9401.69.40.10,6,Household,
931,931,931,9401.69.40.30,6,Other,
932,932,932,9401.69.60,5,Other,
933,933,933,9401.69.60.01,6,Chairs for children including highchairs,
934,934,934,9401.69.60.11,6,Other household,
935,935,935,9401.69.60.31,6,Other.,
936,936,936,9401.69.80,4,Other,
937,937,937,9401.69.80.01,5,Stationary activity centers for children,
938,938,938,9401.69.80.05,5,Other seats for children,
939,939,939,9401.69.80.11,5,Other household,
940,940,940,9401.69.80.31,5,Other,
941,941,941,,1,Other seats &&  with metal frames,
942,942,942,9401.71.00,2,Upholstered,
943,943,943,9401.71.00.01,3,Highchairs && booster seats,
944,944,944,9401.71.00.05,3,Infant walkers,
945,945,945,9401.71.00.06,3,Bouncers with seats,
946,946,946,9401.71.00.07,3,Swings for children,
947,947,947,9401.71.00.08,3,Stationary activity centers for children,
948,948,948,9401.71.00.11,3,Other household,
949,949,949,9401.71.00.31,3,Other,
950,950,950,9401.79.00,2,Other,
951,951,951,9401.79.00.01,3,Highchairs && booster seats,
952,952,952,9401.79.00.02,3,Infant walkers,
953,953,953,9401.79.00.03,3,Bouncers with seats,
954,954,954,9401.79.00.04,3,Swings for children,
955,955,955,9401.79.00.06,3,Stationary activity centers for children,
956,956,956,,3,Other,
957,957,957,,4,Outdoor,
958,958,958,,5,With textile covered cushions or textile seating or backing material,
959,959,959,9401.79.00.11,6,Household,
960,960,960,9401.79.00.15,6,Other,
961,961,961,,5,Other,
962,962,962,9401.79.00.25,6,Household,
963,963,963,9401.79.00.35,6,Other,
964,964,964,,4,Other,
965,965,965,9401.79.00.46,5,Household,
966,966,966,9401.79.00.50,5,Other,
967,967,967,9401.80,1,Other seats,
968,968,968,,2,Of rubber or plastics,
969,969,969,9401.80.20,3,Of reinforced or laminated plastics,
970,970,970,9401.80.20.01,4,ChildrenÊ¼s highchairs && booster seats except for motor vehicle; bath seats &&  infant walkers &&  bouncers with seats &&  swings for children,
971,971,971,9401.80.20.05,4,Stationary activity centers for children,
972,972,972,9401.80.20.11,4,Other household,
973,973,973,9401.80.20.31,4,Other,
974,974,974,9401.80.40,3,Other,
975,975,975,9401.80.40.01,4,ChildrenÊ¼s highchairs && booster seats except for motor vehicle; bath seats &&  infant walkers &&  bouncers with seats &&  swings for children,
976,976,976,9401.80.40.04,4,Stationary activity centers for children,
977,977,977,,4,Other,
978,978,978,,5,Outdoor,
979,979,979,,6,With textile covered cushions or textile seating or backing material,
980,980,980,9401.80.40.06,7,Household,
981,981,981,9401.80.40.15,7,Other,
982,982,982,,6,Other,
983,983,983,9401.80.40.26,7,Household,
984,984,984,9401.80.40.35,7,Other,
985,985,985,9401.80.40.46,5,Other,
986,986,986,9401.80.60,2,Other,
987,987,987,,3,Child safety seats,
988,988,988,9401.80.60.21,4,With detachable hard-shell seat,
989,989,989,9401.80.60.23,4,Other,
990,990,990,9401.80.60.24,3,Stationary activity centers for children,
991,991,991,9401.80.60.25,3,Other seats for children,
992,992,992,9401.80.60.28,3,Other household,
993,993,993,9401.80.60.30,3,Other,
994,994,994,9401.90,1,Parts,
995,995,995,9401.90.10,2,Of seats of a kind used for motor vehicles,
996,996,996,9401.90.10.10,3,Of leather &&  cut to shape,
997,997,997,9401.90.10.20,3,Of textile material &&  cut to shape,
998,998,998,9401.90.10.85,3,Other,
999,999,999,9401.90.15.00,2,Of bent-wood seats,
1000,1000,1000,,2,Other,
1001,1001,1001,9401.90.25,3,Of cane &&  osier &&  bamboo or similar materials,
1002,1002,1002,9401.90.25.40,4,Of rattan,
1003,1003,1003,9401.90.25.80,4,Other,
1004,1004,1004,9401.90.35,3,Of rubber or plastics,
1005,1005,1005,9401.90.35.10,4,For childrenÊ¼s highchairs &&  booster seats except for motor vehicle && similar seats,
1006,1006,1006,9401.90.35.80,4,Other,
1007,1007,1007,9401.90.40,3,Of wood,
1008,1008,1008,9401.90.40.10,4,For childrenÊ¼s highchairs &&  booster seats &&  && similar seats,
1009,1009,1009,9401.90.40.80,4,Other,
1010,1010,1010,9401.90.50,3,Other,
1011,1011,1011,9401.90.50.05,4,For childrenÊ¼s highchairs &&  booster seats &&  && similar seats,
1012,1012,1012,9401.90.50.21,4,Other of textile material &&  cut to shape,
1013,1013,1013,9401.90.50.81,4,Other,
1014,1014,1014,9402,0,Medical &&  surgical &&  dental or veterinary furniture (for example &&  operating tables &&  examination tables &&  hospital beds with mechanical fittings &&  dentists' chairs); barbers' chairs && similar chairs &&  having rotating as well as both reclining && elevating movements; parts of the foregoing articles,
1015,1015,1015,9402.10.00.00,1,Dentists' &&  barbers' or similar chairs && parts thereof,
1016,1016,1016,9402.90.00,1,Other,
1017,1017,1017,9402.90.00.10,2,Hospital beds,
1018,1018,1018,9402.90.00.20,2,Other,
1019,1019,1019,9403,0,Other furniture && parts thereof,
1020,1020,1020,9403.10.00,1,Metal furniture of a kind used in offices,
1021,1021,1021,9403.10.00.20,2,Filing cabinets,
1022,1022,1022,9403.10.00.40,2,Other,
1023,1023,1023,9403.20.00,1,Other metal furniture,
1024,1024,1024,,2,Household,
1025,1025,1025,9403.20.00.11,3,Floor-standing &&  metal-top ironing boards,
1026,1026,1026,,3,Other,
1027,1027,1027,9403.20.00.16,4,Cribs,
1028,1028,1028,9403.20.00.17,4,Toddler beds &&  bassinets &&  cradles &&  play yards && other enclosures for confining children,
1029,1029,1029,9403.20.00.19,4,Mechanically adjustable bed or mattress base &&  having the characteristics of a bed or bed frame &&  of a width exceeding 91.44 cm &&  of a length exceeding 184.15 cm &&  && of a depth exceeding 8.89 cm &&  whether or not motorized,
1030,1030,1030,9403.20.00.21,4,Other,
1031,1031,1031,,2,Other,
1032,1032,1032,,3,Counters &&  lockers &&  racks &&  display cases &&  shelves &&  partitions && similar fixtures,
1033,1033,1033,9403.20.00.25,4,Boltless or press-fit steel shelving units prepackaged for sale as described in statistical note 2 to this chapter,
1034,1034,1034,9403.20.00.26,4,Other,
1035,1035,1035,9403.20.00.30,3,Other,
1036,1036,1036,9403.30,1,Wooden furniture of a kind used in offices,
1037,1037,1037,9403.30.40.00,2,Bent-wood furniture,
1038,1038,1038,9403.30.80.00,2,Other,
1039,1039,1039,9403.40,1,Wooden furniture of a kind used in the kitchen,
1040,1040,1040,9403.40.40.00,2,Bent-wood furniture,
1041,1041,1041,,2,Other,
1042,1042,1042,9403.40.60.00,3,Designed for motor vehicle use,
1043,1043,1043,9403.40.90,3,Other,
1044,1044,1044,9403.40.90.40,4,Dining tables,
1045,1045,1045,9403.40.90.60,4,Cabinets designed for permanent installation,
1046,1046,1046,9403.40.90.80,4,Other,
1047,1047,1047,9403.50,1,Wooden furniture of a kind used in the bedroom,
1048,1048,1048,9403.50.40.00,2,Bent-wood furniture,
1049,1049,1049,,2,Other,
1050,1050,1050,9403.50.60.00,3,Designed for motor vehicle use,
1051,1051,1051,9403.50.90,3,Other,
1052,1052,1052,,4,Beds,
1053,1053,1053,9403.50.90.41,5,Cribs,
1054,1054,1054,9403.50.90.42,5,Toddler beds &&  bassinets &&  && cradles,
1055,1055,1055,9403.50.90.45,5,Other,
1056,1056,1056,9403.50.90.80,4,Other,
1057,1057,1057,9403.60,1,Other wooden furniture,
1058,1058,1058,9403.60.40.00,2,Bent-wood furniture,
1059,1059,1059,9403.60.80,2,Other,
1060,1060,1060,9403.60.80.10,3,Play yards && other enclosures for confining children,
1061,1061,1061,9403.60.80.40,3,Dining tables,
1062,1062,1062,9403.60.80.81,3,Other,
1063,1063,1063,9403.70,1,Furniture of plastics,
1064,1064,1064,9403.70.40,2,Of reinforced or laminated plastics,
1065,1065,1065,9403.70.40.01,3,Cribs,
1066,1066,1066,9403.70.40.02,3,Toddler beds &&  bassinets && cradles,
1067,1067,1067,9403.70.40.03,3,Play yards && other enclosures for confining children,
1068,1068,1068,9403.70.40.15,3,Other household,
1069,1069,1069,9403.70.40.20,3,Office,
1070,1070,1070,9403.70.40.31,3,Other,
1071,1071,1071,9403.70.80,2,Other,
1072,1072,1072,9403.70.80.01,3,Cribs,
1073,1073,1073,9403.70.80.02,3,Toddler beds &&  bassinets && cradles,
1074,1074,1074,9403.70.80.03,3,Play yards && other enclosures for confining children,
1075,1075,1075,9403.70.80.15,3,Other household,
1076,1076,1076,9403.70.80.20,3,Office,
1077,1077,1077,9403.70.80.31,3,Other,
1078,1078,1078,,1,Furniture of other materials &&  including cane &&  osier &&  bamboo or similar materials,
1079,1079,1079,9403.82.00,2,Of bamboo,
1080,1080,1080,9403.82.00.01,3,Cribs,
1081,1081,1081,9403.82.00.02,3,Toddler beds &&  bassinets &&  && cradles; play yards && other enclosures for confining children,
1082,1082,1082,9403.82.00.15,3,Other household,
1083,1083,1083,9403.82.00.30,3,Other,
1084,1084,1084,9403.83.00,2,Of rattan,
1085,1085,1085,9403.83.00.01,3,Cribs,
1086,1086,1086,9403.83.00.02,3,Toddler beds &&  bassinets &&  && cradles; play yards && other enclosures for confining children,
1087,1087,1087,9403.83.00.15,3,Other household,
1088,1088,1088,9403.83.00.30,3,Other,
1089,1089,1089,9403.89,2,Other,
1090,1090,1090,9403.89.30,3,Of cane &&  osier or similar materials,
1091,1091,1091,9403.89.30.10,4,Household,
1092,1092,1092,9403.89.30.20,4,Other,
1093,1093,1093,9403.89.60,3,Other,
1094,1094,1094,9403.89.60.03,4,Cribs &&  toddler beds &&  bassinets &&  && cradles; play yards && other enclosures for confining children,
1095,1095,1095,9403.89.60.15,4,Other household,
1096,1096,1096,9403.89.60.20,4,Other,
1097,1097,1097,9403.90,1,Parts,
1098,1098,1098,9403.90.10,2,Of furniture of a kind used for motor vehicles,
1099,1099,1099,9403.90.10.40,3,Of metal,
1100,1100,1100,9403.90.10.50,3,Of textile material &&  cut to shape,
1101,1101,1101,9403.90.10.85,3,Other,
1102,1102,1102,,2,Other,
1103,1103,1103,9403.90.25,3,Of cane &&  osier &&  bamboo or similar materials,
1104,1104,1104,9403.90.25.40,4,Of rattan,
1105,1105,1105,9403.90.25.80,4,Other,
1106,1106,1106,,3,Of rubber or plastics,
1107,1107,1107,9403.90.40,4,Of reinforced or laminated plastics,
1108,1108,1108,9403.90.40.05,5,For toddler beds &&  cribs &&  bassinets && cradles,
1109,1109,1109,9403.90.40.10,5,For play yards && other enclosures for confining children,
1110,1110,1110,9403.90.40.60,5,Other,
1111,1111,1111,9403.90.50,4,Other,
1112,1112,1112,9403.90.50.05,5,For toddler beds &&  cribs &&  bassinets && cradles,
1113,1113,1113,9403.90.50.10,5,For play yards && other enclosures for confining children,
1114,1114,1114,9403.90.50.80,5,Other,
1115,1115,1115,9403.90.60,3,Of textile material &&  except cotton,
1116,1116,1116,9403.90.60.05,4,For toddler beds &&  cribs &&  bassinets && cradles,
1117,1117,1117,9403.90.60.10,4,For play yards && other enclosures for confining children,
1118,1118,1118,9403.90.60.80,4,Other,
1119,1119,1119,9403.90.70,3,Of wood,
1120,1120,1120,9403.90.70.05,4,For toddler beds &&  cribs &&  bassinets && cradles,
1121,1121,1121,9403.90.70.10,4,For play yards && other enclosures for confining children,
1122,1122,1122,9403.90.70.80,4,Other,
1123,1123,1123,9403.90.80,3,Other,
1124,1124,1124,9403.90.80.10,4,For toddler beds &&  cribs &&  bassinets && cradles,
1125,1125,1125,9403.90.80.15,4,For play yards && other enclosures for children,
1126,1126,1126,,4,Other,
1127,1127,1127,,5,Of metal,
1128,1128,1128,9403.90.80.20,6,Welded wire rack decking &&  whether or not galvanized &&  plated or coated,
1129,1129,1129,9403.90.80.41,6,Other,
1130,1130,1130,9403.90.80.51,5,Of cotton &&  cut to shape,
1131,1131,1131,9403.90.80.61,5,Other,
1132,1132,1132,9404,0,Mattress supports; articles of bedding && similar furnishing (for example &&  mattresses &&  quilts &&  eiderdowns &&  cushions &&  pouffes && pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics &&  whether or not covered,
1133,1133,1133,9404.10.00.00,1,Mattress supports,
1134,1134,1134,,1,Mattresses,
1135,1135,1135,9404.21.00,2,Of cellular rubber or plastics &&  whether or not covered,
1136,1136,1136,9404.21.00.10,3,For use in a crib or toddler bed,
1137,1137,1137,9404.21.00.13,3,Of a width exceeding 91 cm &&  of a length exceeding 184 cm &&  && a depth exceeding 8 cm,
1138,1138,1138,9404.21.00.95,3,Other,
1139,1139,1139,9404.29,2,Of other materials,
1140,1140,1140,9404.29.10,3,Of cotton,
1141,1141,1141,9404.29.10.05,4,For use in a crib or toddler bed,
1142,1142,1142,9404.29.10.13,4,Of a width exceeding 91 cm &&  of a length exceeding 184 cm &&  && a depth exceeding 8 cm,
1143,1143,1143,9404.29.10.95,4,Other,
1144,1144,1144,9404.29.90,3,Other,
1145,1145,1145,,4,Uncovered innerspring units,
1146,1146,1146,9404.29.90.05,5,For use in a crib or toddler bed,
1147,1147,1147,9404.29.90.13,5,Of a width exceeding 91 cm &&  of a length exceeding 184 cm &&  && of a depth exceeding 8 cm,
1148,1148,1148,9404.29.90.50,5,Other,
1149,1149,1149,,4,Other,
1150,1150,1150,9404.29.90.85,5,For use in a crib or toddler bed,
1151,1151,1151,9404.29.90.87,5,Of a width exceeding 91 cm &&  of a length exceeding 184 cm &&  && a depth exceeding 8 cm,
1152,1152,1152,9404.29.90.95,5,Other,
1153,1153,1153,9404.30,1,Sleeping bags,
1154,1154,1154,9404.30.40.00,2,Containing 20 percent or more by weight of feathers and/or down,
1155,1155,1155,9404.30.80.00,2,Other,
1156,1156,1156,9404.90,1,Other,
1157,1157,1157,,2,Pillows &&  cushions && similar furnishings,
1158,1158,1158,9404.90.10.00,3,Of cotton (369),
1159,1159,1159,9404.90.20.00,3,Other,
1160,1160,1160,,2,Other,
1161,1161,1161,9404.90.80,3,Of cotton &&  not containing any embroidery &&  lace &&  braid &&  edging &&  trimming &&  piping exceeding 6.35 mm or applique work,
1162,1162,1162,9404.90.80.20,4,Quilts &&  eiderdowns &&  comforters && similar articles (362),
1163,1163,1163,9404.90.80.40,4,Other (369),
1164,1164,1164,,3,Other,
1165,1165,1165,9404.90.85,4,Quilts &&  eiderdowns &&  comforters && similar articles,
1166,1166,1166,9404.90.85.05,5,With outer shell of cotton (362),
1167,1167,1167,9404.90.85.22,5,With outer shell of man-made fibers (666),
1168,1168,1168,,5,With outer shell of other textile materials,
1169,1169,1169,9404.90.85.23,6,Containing 85 percent or more by weight of silk or silk waste,
1170,1170,1170,9404.90.85.36,6,Other (899),
1171,1171,1171,9404.90.95,4,Other,
1172,1172,1172,9404.90.95.05,5,With outer shell of cotton (369),
1173,1173,1173,9404.90.95.22,5,With outer shell of man-made fibers (666),
1174,1174,1174,,5,With outer shell of other textile materials,
1175,1175,1175,9404.90.95.23,6,Containing 85 percent or more by weight of silk or silk waste,
1176,1176,1176,9404.90.95.36,6,Other (899),
1177,1177,1177,9404.90.95.70,5,Other,
1178,1178,1178,9405,0,Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included,
1179,1179,1179,9405.10,1,Chandeliers && other electric ceiling or wall lighting fittings &&  excluding those of a kind used for lighting public open spaces or thoroughfares,
1180,1180,1180,,2,Of base metal,
1181,1181,1181,9405.10.40,3,Of brass,
1182,1182,1182,9405.10.40.10,4,Household,
1183,1183,1183,9405.10.40.20,4,Other,
1184,1184,1184,9405.10.60,3,Other,
1185,1185,1185,9405.10.60.10,4,Household,
1186,1186,1186,9405.10.60.20,4,Other,
1187,1187,1187,9405.10.80,2,Other,
1188,1188,1188,9405.10.80.10,3,Household,
1189,1189,1189,9405.10.80.20,3,Other,
1190,1190,1190,9405.20,1,Electric table &&  desk &&  bedside or floor-standing lamps,
1191,1191,1191,,2,Of base metal,
1192,1192,1192,9405.20.40,3,Of brass,
1193,1193,1193,9405.20.40.10,4,Household,
1194,1194,1194,9405.20.40.20,4,Other,
1195,1195,1195,9405.20.60,3,Other,
1196,1196,1196,9405.20.60.10,4,Household,
1197,1197,1197,9405.20.60.20,4,Other,
1198,1198,1198,9405.20.80,2,Other,
1199,1199,1199,9405.20.80.10,3,Household,
1200,1200,1200,9405.20.80.20,3,Other,
1201,1201,1201,9405.30.00,1,Lighting sets of a kind used for Christmas trees,
1202,1202,1202,9405.30.00.10,2,Miniature series wired sets,
1203,1203,1203,9405.30.00.40,2,Other,
1204,1204,1204,9405.40,1,Other electric lamps && lighting fittings,
1205,1205,1205,,2,Of base metal,
1206,1206,1206,9405.40.40.00,3,Of brass,
1207,1207,1207,9405.40.60.00,3,Other,
1208,1208,1208,,2,Other,
1209,1209,1209,9405.40.82.00,3,Light-emitting diode (LED) backlights modules &&  the foregoing which are lighting sources that consist of one or more LEDs && one or more connectors && are mounted on a printed circuit or other similar substrate &&  && other passive components &&  whether or not combined with optical components or protective diodes &&  && used as backlights illumination for liquid crystal displays (LCDs),
1210,1210,1210,9405.40.84,3,Other,
1211,1211,1211,9405.40.84.10,4,Other lighting sets,
1212,1212,1212,9405.40.84.40,4,Other,
1213,1213,1213,9405.50,1,Non-electrical lamps && lighting fittings,
1214,1214,1214,9405.50.20.00,2,Incandescent lamps designed to be operated by propane or other gas &&  or by compressed air && kerosene or gasoline,
1215,1215,1215,,2,Other,
1216,1216,1216,9405.50.30.00,3,Of brass,
1217,1217,1217,9405.50.40.00,3,Other,
1218,1218,1218,9405.60,1,Illuminated signs &&  illuminated nameplates && the like,
1219,1219,1219,,2,Of base metal,
1220,1220,1220,9405.60.20.00,3,Of brass,
1221,1221,1221,9405.60.40.00,3,Other,
1222,1222,1222,9405.60.60.00,2,Other,
1223,1223,1223,,1,Parts,
1224,1224,1224,9405.91,2,Of glass,
1225,1225,1225,,3,Globes && shades,
1226,1226,1226,9405.91.10.00,4,Of lead crystal,
1227,1227,1227,9405.91.30.00,4,Other,
1228,1228,1228,9405.91.40.00,3,Chimneys,
1229,1229,1229,9405.91.60,3,Other,
1230,1230,1230,9405.91.60.40,4,Prisms && other glass articles of a kind used in chandeliers && wall brackets &&  && articles thereof,
1231,1231,1231,9405.91.60.80,4,Other,
1232,1232,1232,9405.92.00.00,2,Of plastics,
1233,1233,1233,9405.99,2,Other,
1234,1234,1234,9405.99.20.00,3,Of brass,
1235,1235,1235,9405.99.40,3,Other,
1236,1236,1236,9405.99.40.10,4,Lampposts && bases for lampposts &&  of cast iron,
1237,1237,1237,9405.99.40.20,4,Lampposts && bases for lampposts &&  of aluminum,
1238,1238,1238,9405.99.40.90,4,Other,
1239,1239,1239,9406,0,Prefabricated buildings,
1240,1240,1240,9406.10.00.00,1,Of wood,
1241,1241,1241,9406.90.00,1,Other,
1242,1242,1242,,2,Of metal,
1243,1243,1243,,3,Greenhouses,
1244,1244,1244,9406.90.00.10,4,Commercial,
1245,1245,1245,9406.90.00.20,4,Other,
1246,1246,1246,9406.90.00.30,3,Other,
1247,1247,1247,,2,Other,
1248,1248,1248,9406.90.00.50,3,Animal sheds of plastic,
1249,1249,1249,9406.90.00.90,3,Other,
1250,1250,1250,9503.00.00,0,Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof,
1251,1251,1251,,1,âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052,
1252,1252,1252,,2,Inflatable toy balls &&  balloons && punchballs &&  of rubber,
1253,1253,1253,,3,Labeled or determined by importer as intended for use by persons,
1254,1254,1254,9503.00.00.11,4,Under 3 years of age,
1255,1255,1255,9503.00.00.13,4,3 to 12 years of age,
1256,1256,1256,,2,Other,
1257,1257,1257,,3,Labeled or determined by importer as intended for use by persons,
1258,1258,1258,9503.00.00.71,4,Under 3 years of age,
1259,1259,1259,9503.00.00.73,4,3 to 12 years of age,
1260,1260,1260,9503.00.00.90,1,Other,
1261,1261,1261,9504,0,Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof,
1262,1262,1262,9504.20,1,Articles && accessories for billiards of all kinds,
1263,1263,1263,9504.20.20.00,2,Balls,
1264,1264,1264,9504.20.40.00,2,Chalk,
1265,1265,1265,9504.20.60.00,2,Tables,
1266,1266,1266,9504.20.80.00,2,Other &&  including parts && accessories,
1267,1267,1267,9504.30.00,1,Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof,
1268,1268,1268,9504.30.00.10,2,Video,
1269,1269,1269,,2,Other,
1270,1270,1270,,3,Games,
1271,1271,1271,9504.30.00.20,4,Pinball machines && bell-type machines && consoles,
1272,1272,1272,9504.30.00.40,4,Other,
1273,1273,1273,9504.30.00.60,3,Parts && accessories,
1274,1274,1274,9504.40.00.00,1,Playing cards,
1275,1275,1275,9504.50.00.00,1,Video game consoles && machines &&  other than those of subheading 9504.30 &&  && parts && accessories thereof,
1276,1276,1276,9504.90,1,Other,
1277,1277,1277,9504.90.40.00,2,Game machines &&  other than those operated by coins &&  banknotes (paper currency) &&  discs or similar articles; parts && accessories thereof,
1278,1278,1278,,2,Other,
1279,1279,1279,9504.90.60.00,3,Chess &&  checkers &&  parchisi &&  backgammon &&  darts && other games played on boards of a special design &&  all the foregoing games && parts there of (including their boards); mah-jong && dominoes; any of the foregoing games in combination with each other &&  or with other games &&  packaged together as a unit in immediate containers of a type used in retail sales; poker chips && dice,
1280,1280,1280,9504.90.90,3,Other,
1281,1281,1281,9504.90.90.40,4,Bowling balls,
1282,1282,1282,9504.90.90.60,4,Bowling equipment && parts && accessories thereof,
1283,1283,1283,9504.90.90.80,4,Other,
1284,1284,1284,9505,0,Festive &&  carnival or other entertainment articles &&  including magic tricks && practical joke articles; parts && accessories thereof,
1285,1285,1285,9505.10,1,Articles for Christmas festivities && parts && accessories thereof,
1286,1286,1286,,2,Christmas ornaments,
1287,1287,1287,9505.10.10.00,3,Of glass,
1288,1288,1288,,3,Other,
1289,1289,1289,9505.10.15.00,4,Of wood,
1290,1290,1290,9505.10.25.00,4,Other,
1291,1291,1291,9505.10.30.00,2,Nativity scenes && figures thereof,
1292,1292,1292,,2,Other,
1293,1293,1293,9505.10.40,3,Of plastics,
1294,1294,1294,9505.10.40.10,4,Artificial Christmas trees,
1295,1295,1295,9505.10.40.20,4,Other,
1296,1296,1296,9505.10.50,3,Other,
1297,1297,1297,9505.10.50.10,4,Artificial Christmas trees,
1298,1298,1298,9505.10.50.20,4,Other,
1299,1299,1299,9505.90,1,Other,
1300,1300,1300,9505.90.20.00,2,Magic tricks && practical joke articles; parts && accessories thereof,
1301,1301,1301,9505.90.40.00,2,Confetti &&  paper spirals or streamers &&  party favors && noisemakers; parts && accessories thereof,
1302,1302,1302,9505.90.60.00,2,Other,
1303,1303,1303,9506,0,Articles && equipment for general physical exercise &&  gymnastics &&  athletics &&  other sports (including table-tennis) or outdoor games &&  not specified or included elsewhere in this chapter; swimming pools && wading pools; parts && accessories thereof,
1304,1304,1304,,1,Snow-skis && other snow-ski equipment; parts && accessories thereof,
1305,1305,1305,9506.11,2,Skis && parts && accessories thereof &&  except ski poles,
1306,1306,1306,9506.11.20.00,3,Cross-country skis,
1307,1307,1307,9506.11.40,3,Other skis,
1308,1308,1308,9506.11.40.10,4,Snowboards,
1309,1309,1309,9506.11.40.80,4,Other,
1310,1310,1310,9506.11.60.00,3,Parts && accessories,
1311,1311,1311,9506.12,2,Ski bindings && parts && accessories thereof,
1312,1312,1312,9506.12.40.00,3,Cross-country,
1313,1313,1313,9506.12.80.00,3,Other,
1314,1314,1314,9506.19,2,Other,
1315,1315,1315,9506.19.40.00,3,Cross-country,
1316,1316,1316,9506.19.80,3,Other,
1317,1317,1317,9506.19.80.40,4,Ski poles && parts && accessories thereof,
1318,1318,1318,9506.19.80.80,4,Other,
1319,1319,1319,,1,Water skis &&  surf boards &&  sailboards && other water- sport equipment; parts && accessories thereof,
1320,1320,1320,9506.21,2,Sailboards && parts && accessories thereof,
1321,1321,1321,9506.21.40.00,3,Sailboards,
1322,1322,1322,9506.21.80.00,3,Parts && accessories,
1323,1323,1323,9506.29.00,2,Other,
1324,1324,1324,9506.29.00.20,3,Water skis,
1325,1325,1325,9506.29.00.30,3,Surf boards,
1326,1326,1326,9506.29.00.80,3,Other,
1327,1327,1327,,1,Golf clubs && other golf equipment; parts && accessories thereof,
1328,1328,1328,9506.31.00.00,2,Golf clubs &&  complete,
1329,1329,1329,9506.32.00.00,2,Balls,
1330,1330,1330,9506.39.00,2,Other,
1331,1331,1331,9506.39.00.60,3,Parts of golf clubs,
1332,1332,1332,9506.39.00.80,3,Other,
1333,1333,1333,9506.40.00.00,1,Articles && equipment for table-tennis &&  && parts && accessories thereof,
1334,1334,1334,,1,Tennis &&  badminton or similar rackets &&  whether or not strung; parts && accessories thereof,
1335,1335,1335,9506.51,2,Lawn-tennis rackets &&  whether or not strung &&  && parts && accessories thereof,
1336,1336,1336,9506.51.20.00,3,Rackets &&  strung,
1337,1337,1337,9506.51.40.00,3,Rackets &&  not strung,
1338,1338,1338,9506.51.60.00,3,Parts && accessories,
1339,1339,1339,9506.59,2,Other,
1340,1340,1340,9506.59.40,3,Badminton rackets && parts && accessories thereof,
1341,1341,1341,9506.59.40.40,4,Rackets && racket frames,
1342,1342,1342,9506.59.40.80,4,Other parts && accessories,
1343,1343,1343,9506.59.80,3,Other,
1344,1344,1344,9506.59.80.20,4,Racquetball rackets,
1345,1345,1345,9506.59.80.40,4,Squash rackets,
1346,1346,1346,9506.59.80.60,4,Other &&  including parts && accessories,
1347,1347,1347,,1,Balls &&  other than golf balls && table-tennis balls,
1348,1348,1348,9506.61.00.00,2,Lawn-tennis balls,
1349,1349,1349,9506.62,2,Inflatable balls,
1350,1350,1350,9506.62.40,3,Footballs && soccer balls,
1351,1351,1351,9506.62.40.40,4,Footballs,
