,Unnamed: 0.1,Unnamed: 0.1.1,hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw
439,439,439,4412.39.40.39,6,Other,Pinus rigida;Pinus taeda;Pinus virginiana;Pinus echinata;Pinus elliotti;Pinus palustris,[ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of European red pine (Pinus silvestris) ] && ![ With a face ply of Parana pine (Araucaria angustifolia) ] ] ] && [ With at least one outer ply of long leaf pine (Pinus palustris) &&  short leaf pine (Pinus echinata) &&  southern yellow pine (loblolly pine)(Pinus taeda) &&  slash pine (Pinus elliotti) &&  pitch pine (Pinus rigida) or Virginia pine (Pinus virginiana) ] && [ ![ Fully sanded on at least one face &&  but not further processed ] && ![ Rough &&  or touch sanded for sizing purposes &&  but not further processed ] ] ],outer ply;surface cover;pinus palustris;thickness;southern yellow;pinus elliotti;similar laminated;face ply;coniferous wood;pinus rigida;texture;wood;grain;pitch pine;virginia pine;sheet;plywood;transparent material;marking;leaf pine;mm;clear;short leaf;laminated wood;yellow pine;bamboo;pine)(pinus taeda;pinus virginiana;long leaf;pinus echinata;veneer panel,sand;araucaria angustifolia;rough;pinus silvestris;sizing purpose;face;european red;process;face ply;parana pine;red pine
440,440,440,,5,With at least one outer ply of Agathis spp.,Agathis spp.,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of European red pine (Pinus silvestris) ] && ![ With a face ply of Parana pine (Araucaria angustifolia) ] ] ] && [ With at least one outer ply of Agathis spp. ],sheet;outer ply;texture;clear;laminated wood;face ply;surface cover;plywood;transparent material;bamboo;thickness;agathis spp;wood;similar laminated;marking;grain;coniferous wood;veneer panel;mm,araucaria angustifolia;pinus silvestris;european red;face ply;parana pine;red pine
441,441,441,4412.39.40.51,6,Rough &&  or touch sanded for sizing purposes &&  but not further processed,Agathis spp.,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of European red pine (Pinus silvestris) ] && ![ With a face ply of Parana pine (Araucaria angustifolia) ] ] ] && [ With at least one outer ply of Agathis spp. ] && [ Rough &&  or touch sanded for sizing purposes &&  but not further processed ],outer ply;surface cover;thickness;similar laminated;face ply;coniferous wood;texture;rough;sizing purpose;wood;grain;sheet;plywood;transparent material;agathis spp;process;marking;mm;sand;clear;laminated wood;bamboo;veneer panel,araucaria angustifolia;pinus silvestris;european red;face ply;parana pine;red pine
442,442,442,4412.39.40.52,6,Fully sanded on at least one face &&  but not further processed,Agathis spp.,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of European red pine (Pinus silvestris) ] && ![ With a face ply of Parana pine (Araucaria angustifolia) ] ] ] && [ With at least one outer ply of Agathis spp. ] && [ Fully sanded on at least one face &&  but not further processed ],outer ply;surface cover;thickness;face;similar laminated;face ply;coniferous wood;texture;wood;grain;sheet;plywood;transparent material;agathis spp;process;marking;mm;sand;clear;laminated wood;bamboo;veneer panel,araucaria angustifolia;pinus silvestris;european red;face ply;parana pine;red pine
443,443,443,4412.39.40.59,6,Other,Agathis spp.,[ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of European red pine (Pinus silvestris) ] && ![ With a face ply of Parana pine (Araucaria angustifolia) ] ] ] && [ With at least one outer ply of Agathis spp. ] && [ ![ Fully sanded on at least one face &&  but not further processed ] && ![ Rough &&  or touch sanded for sizing purposes &&  but not further processed ] ] ],sheet;outer ply;texture;clear;laminated wood;face ply;surface cover;plywood;transparent material;bamboo;thickness;agathis spp;wood;similar laminated;marking;grain;coniferous wood;veneer panel;mm,sand;araucaria angustifolia;rough;pinus silvestris;sizing purpose;face;european red;process;face ply;parana pine;red pine
444,444,444,,5,Other,,[ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of European red pine (Pinus silvestris) ] && ![ With a face ply of Parana pine (Araucaria angustifolia) ] ] ] && [ ![ With at least one outer ply of Agathis spp. ] && ![ With at least one outer ply of long leaf pine (Pinus palustris) &&  short leaf pine (Pinus echinata) &&  southern yellow pine (loblolly pine)(Pinus taeda) &&  slash pine (Pinus elliotti) &&  pitch pine (Pinus rigida) or Virginia pine (Pinus virginiana) ] && ![ With at least one outer ply of Douglas fir (Pseudotsuga menziesii) ] ] ],sheet;outer ply;texture;clear;laminated wood;face ply;surface cover;plywood;transparent material;bamboo;thickness;wood;similar laminated;marking;grain;coniferous wood;veneer panel;mm,outer ply;pinus palustris;southern yellow;pinus elliotti;face ply;pinus rigida;araucaria angustifolia;pitch pine;virginia pine;pinus silvestris;agathis spp;european red;leaf pine;red pine;short leaf;pseudotsuga menziesii;yellow pine;pine)(pinus taeda;pinus virginiana;long leaf;douglas fir;pinus echinata;parana pine
445,445,445,4412.39.40.61,6,Rough &&  or touch sanded for sizing purposes &&  but not further processed,,[ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of European red pine (Pinus silvestris) ] && ![ With a face ply of Parana pine (Araucaria angustifolia) ] ] ] && [ ![ With at least one outer ply of Agathis spp. ] && ![ With at least one outer ply of long leaf pine (Pinus palustris) &&  short leaf pine (Pinus echinata) &&  southern yellow pine (loblolly pine)(Pinus taeda) &&  slash pine (Pinus elliotti) &&  pitch pine (Pinus rigida) or Virginia pine (Pinus virginiana) ] && ![ With at least one outer ply of Douglas fir (Pseudotsuga menziesii) ] ] ] && [ Rough &&  or touch sanded for sizing purposes &&  but not further processed ],outer ply;surface cover;thickness;similar laminated;face ply;coniferous wood;texture;rough;sizing purpose;wood;grain;sheet;plywood;transparent material;process;marking;mm;sand;clear;laminated wood;bamboo;veneer panel,outer ply;pinus palustris;southern yellow;pinus elliotti;face ply;pinus rigida;araucaria angustifolia;pitch pine;virginia pine;pinus silvestris;agathis spp;european red;leaf pine;red pine;short leaf;pseudotsuga menziesii;yellow pine;pine)(pinus taeda;pinus virginiana;long leaf;douglas fir;pinus echinata;parana pine
446,446,446,4412.39.40.62,6,Fully sanded on at least one face &&  but not further processed,,[ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of European red pine (Pinus silvestris) ] && ![ With a face ply of Parana pine (Araucaria angustifolia) ] ] ] && [ ![ With at least one outer ply of Agathis spp. ] && ![ With at least one outer ply of long leaf pine (Pinus palustris) &&  short leaf pine (Pinus echinata) &&  southern yellow pine (loblolly pine)(Pinus taeda) &&  slash pine (Pinus elliotti) &&  pitch pine (Pinus rigida) or Virginia pine (Pinus virginiana) ] && ![ With at least one outer ply of Douglas fir (Pseudotsuga menziesii) ] ] ] && [ Fully sanded on at least one face &&  but not further processed ],outer ply;surface cover;thickness;face;similar laminated;face ply;coniferous wood;texture;wood;grain;sheet;plywood;transparent material;process;marking;mm;sand;clear;laminated wood;bamboo;veneer panel,outer ply;pinus palustris;southern yellow;pinus elliotti;face ply;pinus rigida;araucaria angustifolia;pitch pine;virginia pine;pinus silvestris;agathis spp;european red;leaf pine;red pine;short leaf;pseudotsuga menziesii;yellow pine;pine)(pinus taeda;pinus virginiana;long leaf;douglas fir;pinus echinata;parana pine
447,447,447,4412.39.40.69,6,Other,,[ [ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of European red pine (Pinus silvestris) ] && ![ With a face ply of Parana pine (Araucaria angustifolia) ] ] ] && [ ![ With at least one outer ply of Agathis spp. ] && ![ With at least one outer ply of long leaf pine (Pinus palustris) &&  short leaf pine (Pinus echinata) &&  southern yellow pine (loblolly pine)(Pinus taeda) &&  slash pine (Pinus elliotti) &&  pitch pine (Pinus rigida) or Virginia pine (Pinus virginiana) ] && ![ With at least one outer ply of Douglas fir (Pseudotsuga menziesii) ] ] ] && [ ![ Fully sanded on at least one face &&  but not further processed ] && ![ Rough &&  or touch sanded for sizing purposes &&  but not further processed ] ] ],sheet;outer ply;texture;clear;laminated wood;face ply;surface cover;plywood;transparent material;bamboo;thickness;wood;similar laminated;marking;grain;coniferous wood;veneer panel;mm,outer ply;pinus palustris;face;southern yellow;pinus elliotti;face ply;pinus rigida;rough;sizing purpose;araucaria angustifolia;pitch pine;virginia pine;pinus silvestris;agathis spp;european red;process;leaf pine;red pine;sand;short leaf;pseudotsuga menziesii;yellow pine;pine)(pinus taeda;pinus virginiana;long leaf;douglas fir;pinus echinata;parana pine
448,448,448,4412.39.50,3,Other,,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ ![ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] ] ],sheet;outer ply;laminated wood;plywood;bamboo;thickness;wood;similar laminated;coniferous wood;veneer panel;mm,face ply;texture;clear;surface cover;transparent material;marking;grain
449,449,449,4412.39.50.10,4,With at least one outer ply of Douglas fir (Pseudotsuga menziesii),Pseudotsuga menziesii,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ ![ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] ] ] && [ With at least one outer ply of Douglas fir (Pseudotsuga menziesii) ],sheet;outer ply;pseudotsuga menziesii;laminated wood;plywood;bamboo;thickness;douglas fir;wood;similar laminated;coniferous wood;veneer panel;mm,face ply;texture;clear;surface cover;transparent material;marking;grain
450,450,450,4412.39.50.30,4,With at least one outer ply of long leaf pine (Pinus palustris) &&  short leaf pine (Pinus echinata) &&  southern yellow pine (loblolly pine) (Pinus taeda) &&  slash pine (Pinus elliotti) &&  pitch pine (Pinus rigida) or Virginia pine (Pinus virginiana),Pinus rigida;Pinus taeda;Pinus virginiana;Pinus echinata;Pinus elliotti;Pinus palustris,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ ![ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] ] ] && [ With at least one outer ply of long leaf pine (Pinus palustris) &&  short leaf pine (Pinus echinata) &&  southern yellow pine (loblolly pine) (Pinus taeda) &&  slash pine (Pinus elliotti) &&  pitch pine (Pinus rigida) or Virginia pine (Pinus virginiana) ],outer ply;pinus palustris;thickness;southern yellow;pinus elliotti;similar laminated;coniferous wood;pinus rigida;wood;pitch pine;virginia pine;sheet;plywood;leaf pine;mm;short leaf;laminated wood;pinus taeda;yellow pine;bamboo;pinus virginiana;long leaf;pinus echinata;veneer panel,face ply;texture;clear;surface cover;transparent material;marking;grain
451,451,451,4412.39.50.50,4,Other,,[ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && [ Other &&  with both outer plies of coniferous wood ] && [ ![ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] ] ] && [ ![ With at least one outer ply of long leaf pine (Pinus palustris) &&  short leaf pine (Pinus echinata) &&  southern yellow pine (loblolly pine) (Pinus taeda) &&  slash pine (Pinus elliotti) &&  pitch pine (Pinus rigida) or Virginia pine (Pinus virginiana) ] && ![ With at least one outer ply of Douglas fir (Pseudotsuga menziesii) ] ] ],sheet;outer ply;laminated wood;plywood;bamboo;thickness;wood;similar laminated;coniferous wood;veneer panel;mm,outer ply;surface cover;pinus palustris;southern yellow;pinus elliotti;face ply;pinus rigida;texture;grain;pitch pine;virginia pine;transparent material;marking;leaf pine;clear;short leaf;pseudotsuga menziesii;pinus taeda;yellow pine;pinus virginiana;long leaf;douglas fir;pinus echinata
452,452,452,,1,Other,,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ],plywood;laminated wood;veneer panel;similar laminated,sheet;plywood;bamboo;thickness;wood;mm
453,453,453,4412.94,2,Blockboard &&  laminboard && battenboard,,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ],laminated wood;plywood;laminboard;blockboard;similar laminated;veneer panel,sheet;plywood;bamboo;thickness;wood;mm
454,454,454,,3,With at least one outer ply of nonconiferous wood,,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ],outer ply;laminated wood;plywood;nonconiferous wood;laminboard;blockboard;similar laminated;veneer panel,sheet;plywood;bamboo;thickness;wood;mm
455,455,455,,4,Plywood,,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ],outer ply;laminated wood;plywood;nonconiferous wood;laminboard;blockboard;similar laminated;veneer panel,sheet;plywood;bamboo;thickness;wood;mm
456,456,456,,5,Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply,,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ],outer ply;face ply;texture;clear;laminated wood;surface cover;plywood;transparent material;nonconiferous wood;laminboard;blockboard;marking;similar laminated;grain;veneer panel,sheet;plywood;bamboo;thickness;wood;mm
457,457,457,4412.94.10,6,With a face ply of birch (Betula spp.),Betula spp.,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ With a face ply of birch (Betula spp.) ],outer ply;face ply;texture;clear;laminated wood;birch;surface cover;plywood;transparent material;nonconiferous wood;laminboard;betula spp;blockboard;marking;similar laminated;grain;veneer panel,sheet;plywood;bamboo;thickness;wood;mm
458,458,458,4412.94.10.30,7,Not surface covered,Betula spp.,[ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ With a face ply of birch (Betula spp.) ] && [ Not surface covered ],outer ply;face ply;texture;clear;laminated wood;birch;surface cover;plywood;transparent material;nonconiferous wood;laminboard;betula spp;blockboard;marking;similar laminated;grain;veneer panel,sheet;plywood;bamboo;thickness;wood;mm
459,459,459,4412.94.10.50,7,Other,Betula spp.,[ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ With a face ply of birch (Betula spp.) ] && [ ![ Not surface covered ] ] ],outer ply;face ply;texture;clear;laminated wood;birch;surface cover;plywood;transparent material;nonconiferous wood;laminboard;betula spp;blockboard;marking;similar laminated;grain;veneer panel,sheet;surface cover;plywood;bamboo;thickness;wood;mm
460,460,460,4412.94.31,6,Other,,[ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of birch (Betula spp.) ] ] ],outer ply;face ply;texture;clear;laminated wood;surface cover;plywood;transparent material;nonconiferous wood;laminboard;blockboard;marking;similar laminated;grain;veneer panel,sheet;birch;plywood;bamboo;thickness;betula spp;wood;face ply;mm
461,461,461,4412.94.31.05,7,Wood flooring,,[ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of birch (Betula spp.) ] ] ] && [ Wood flooring ],outer ply;face ply;texture;clear;laminated wood;surface cover;plywood;wood floor;transparent material;nonconiferous wood;laminboard;blockboard;marking;similar laminated;grain;veneer panel,sheet;birch;plywood;bamboo;thickness;betula spp;wood;face ply;mm
462,462,462,,7,Other,,[ [ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of birch (Betula spp.) ] ] ] && [ ![ Wood flooring ] ] ],outer ply;face ply;texture;clear;laminated wood;surface cover;plywood;transparent material;nonconiferous wood;laminboard;blockboard;marking;similar laminated;grain;veneer panel,sheet;birch;plywood;wood floor;bamboo;thickness;betula spp;wood;face ply;mm
463,463,463,4412.94.31.11,8,With a face ply of Spanish cedar (Cedrela spp.),Cedrela spp.,[ [ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of birch (Betula spp.) ] ] ] && [ ![ Wood flooring ] ] ] && [ With a face ply of Spanish cedar (Cedrela spp.) ],outer ply;face ply;texture;clear;laminated wood;surface cover;plywood;transparent material;nonconiferous wood;laminboard;blockboard;cedrela spp;marking;similar laminated;grain;veneer panel;spanish cedar,sheet;birch;plywood;wood floor;bamboo;thickness;betula spp;wood;face ply;mm
464,464,464,4412.94.31.21,8,With a face ply of walnut (Juglans spp.),Juglans spp.,[ [ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of birch (Betula spp.) ] ] ] && [ ![ Wood flooring ] ] ] && [ With a face ply of walnut (Juglans spp.) ],outer ply;face ply;texture;clear;laminated wood;surface cover;plywood;transparent material;nonconiferous wood;laminboard;blockboard;juglans spp;marking;similar laminated;grain;veneer panel;walnut,sheet;birch;plywood;wood floor;bamboo;thickness;betula spp;wood;face ply;mm
465,465,465,4412.94.31.41,8,With a face ply of mahogany (Swietenia spp. or Khaya spp.),Khaya spp.;Swietenia spp.,[ [ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of birch (Betula spp.) ] ] ] && [ ![ Wood flooring ] ] ] && [ With a face ply of mahogany (Swietenia spp. or Khaya spp.) ],outer ply;face ply;texture;clear;laminated wood;mahogany;surface cover;plywood;khaya spp;transparent material;nonconiferous wood;laminboard;blockboard;marking;similar laminated;grain;veneer panel;swietenia spp,sheet;birch;plywood;wood floor;bamboo;thickness;betula spp;wood;face ply;mm
466,466,466,,8,Other,,[ [ [ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of birch (Betula spp.) ] ] ] && [ ![ Wood flooring ] ] ] && [ ![ With a face ply of mahogany (Swietenia spp. or Khaya spp.) ] && ![ With a face ply of walnut (Juglans spp.) ] && ![ With a face ply of Spanish cedar (Cedrela spp.) ] ] ],outer ply;face ply;texture;clear;laminated wood;surface cover;plywood;transparent material;nonconiferous wood;laminboard;blockboard;marking;similar laminated;grain;veneer panel,sheet;mahogany;khaya spp;birch;plywood;wood floor;swietenia spp;bamboo;thickness;betula spp;spanish cedar;walnut;cedrela spp;wood;face ply;juglans spp;mm
467,467,467,4412.94.31.61,9,Not surface covered,,[ [ [ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of birch (Betula spp.) ] ] ] && [ ![ Wood flooring ] ] ] && [ ![ With a face ply of mahogany (Swietenia spp. or Khaya spp.) ] && ![ With a face ply of walnut (Juglans spp.) ] && ![ With a face ply of Spanish cedar (Cedrela spp.) ] ] ] && [ Not surface covered ],outer ply;face ply;texture;clear;laminated wood;surface cover;plywood;transparent material;nonconiferous wood;laminboard;blockboard;marking;similar laminated;grain;veneer panel,sheet;mahogany;khaya spp;birch;plywood;wood floor;swietenia spp;bamboo;thickness;betula spp;spanish cedar;walnut;cedrela spp;wood;face ply;juglans spp;mm
468,468,468,4412.94.31.75,9,Other,,[ [ [ [ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] && [ ![ With a face ply of birch (Betula spp.) ] ] ] && [ ![ Wood flooring ] ] ] && [ ![ With a face ply of mahogany (Swietenia spp. or Khaya spp.) ] && ![ With a face ply of walnut (Juglans spp.) ] && ![ With a face ply of Spanish cedar (Cedrela spp.) ] ] ] && [ ![ Not surface covered ] ] ],outer ply;face ply;texture;clear;laminated wood;surface cover;plywood;transparent material;nonconiferous wood;laminboard;blockboard;marking;similar laminated;grain;veneer panel,sheet;mahogany;khaya spp;birch;surface cover;plywood;wood floor;swietenia spp;bamboo;thickness;betula spp;spanish cedar;walnut;cedrela spp;wood;face ply;juglans spp;mm
469,469,469,4412.94.41.00,5,Other,,[ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ Plywood ] && [ ![ Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply ] ] ],outer ply;laminated wood;plywood;nonconiferous wood;laminboard;blockboard;similar laminated;veneer panel,sheet;face ply;texture;clear;surface cover;plywood;transparent material;bamboo;thickness;wood;marking;grain;mm
470,470,470,4412.94.51.00,4,Other,,[ [ [ Plywood &&  veneered panels && similar laminated wood ] && [ ![ Other plywood consisting solely of sheets of wood (other than bamboo) &&  each ply not exceeding 6 mm in thickness ] && ![ Of bamboo ] ] ] && [ Blockboard &&  laminboard && battenboard ] && [ With at least one outer ply of nonconiferous wood ] && [ ![ Plywood ] ] ],outer ply;laminated wood;plywood;nonconiferous wood;laminboard;blockboard;similar laminated;veneer panel,sheet;plywood;bamboo;thickness;wood;mm
