hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw,hscode_6
9205.90.19.00,3,Mouth organs,,[ [ Wind musical instruments (for example &&  keyboard pipe organs &&  accordions &&  clarinets &&  trumpets &&  bagpipes) &&  other than fairground organs && mechanical street organs ] && [ ![ Brass-wind instruments ] ] ] && [ Accordions && similar instruments; mouth organs ] && [ Mouth organs ],pipe organ;fairground organ;wind musical;Mouth organ;mechanical street;example;Accordions;clarinet;accordion;trumpet;musical instrument;similar instrument;street organ;bagpipe;mouth organ,brass;wind instrument,920590
,2,Woodwind instruments,,[ [ Wind musical instruments (for example &&  keyboard pipe organs &&  accordions &&  clarinets &&  trumpets &&  bagpipes) &&  other than fairground organs && mechanical street organs ] && [ ![ Brass-wind instruments ] ] ] && [ Woodwind instruments ],pipe organ;fairground organ;wind musical;mechanical street;example;clarinet;accordion;trumpet;musical instrument;street organ;bagpipe;woodwind instrument,brass;wind instrument,
9205.90.20.00,3,Bagpipes,,[ [ Wind musical instruments (for example &&  keyboard pipe organs &&  accordions &&  clarinets &&  trumpets &&  bagpipes) &&  other than fairground organs && mechanical street organs ] && [ ![ Brass-wind instruments ] ] ] && [ Woodwind instruments ] && [ Bagpipes ],pipe organ;fairground organ;wind musical;mechanical street;example;clarinet;accordion;trumpet;musical instrument;Bagpipes;street organ;bagpipe;woodwind instrument,brass;wind instrument,920590
9205.90.40,3,Other,,[ [ [ Wind musical instruments (for example &&  keyboard pipe organs &&  accordions &&  clarinets &&  trumpets &&  bagpipes) &&  other than fairground organs && mechanical street organs ] && [ ![ Brass-wind instruments ] ] ] && [ Woodwind instruments ] && [ ![ Bagpipes ] ] ],pipe organ;fairground organ;wind musical;mechanical street;example;clarinet;accordion;trumpet;musical instrument;street organ;bagpipe;woodwind instrument,brass;wind instrument;Bagpipes,920590
9205.90.40.20,4,Clarinets,,[ [ [ Wind musical instruments (for example &&  keyboard pipe organs &&  accordions &&  clarinets &&  trumpets &&  bagpipes) &&  other than fairground organs && mechanical street organs ] && [ ![ Brass-wind instruments ] ] ] && [ Woodwind instruments ] && [ ![ Bagpipes ] ] ] && [ Clarinets ],pipe organ;fairground organ;wind musical;mechanical street;example;clarinet;accordion;trumpet;musical instrument;street organ;bagpipe;woodwind instrument,brass;wind instrument;Bagpipes,920590
9205.90.40.40,4,Saxophones,,[ [ [ Wind musical instruments (for example &&  keyboard pipe organs &&  accordions &&  clarinets &&  trumpets &&  bagpipes) &&  other than fairground organs && mechanical street organs ] && [ ![ Brass-wind instruments ] ] ] && [ Woodwind instruments ] && [ ![ Bagpipes ] ] ] && [ Saxophones ],pipe organ;fairground organ;wind musical;mechanical street;example;clarinet;accordion;saxophone;trumpet;musical instrument;street organ;bagpipe;woodwind instrument,brass;wind instrument;Bagpipes,920590
9205.90.40.60,4,Flutes && piccolos (except bamboo),,[ [ [ Wind musical instruments (for example &&  keyboard pipe organs &&  accordions &&  clarinets &&  trumpets &&  bagpipes) &&  other than fairground organs && mechanical street organs ] && [ ![ Brass-wind instruments ] ] ] && [ Woodwind instruments ] && [ ![ Bagpipes ] ] ] && [ Flutes && piccolos (except bamboo) ],pipe organ;bamboo;fairground organ;wind musical;piccolo;mechanical street;example;clarinet;accordion;Flutes;trumpet;musical instrument;street organ;bagpipe;woodwind instrument,brass;wind instrument;Bagpipes,920590
9205.90.40.80,4,Other,,[ [ [ [ Wind musical instruments (for example &&  keyboard pipe organs &&  accordions &&  clarinets &&  trumpets &&  bagpipes) &&  other than fairground organs && mechanical street organs ] && [ ![ Brass-wind instruments ] ] ] && [ Woodwind instruments ] && [ ![ Bagpipes ] ] ] && [ ![ Flutes && piccolos (except bamboo) ] && ![ Saxophones ] && ![ Clarinets ] ] ],pipe organ;fairground organ;wind musical;mechanical street;example;clarinet;accordion;trumpet;musical instrument;street organ;bagpipe;woodwind instrument,bamboo;piccolo;wind instrument;clarinet;Flutes;brass;saxophone;Bagpipes,920590
9205.90.60.00,2,Other,,[ [ [ Wind musical instruments (for example &&  keyboard pipe organs &&  accordions &&  clarinets &&  trumpets &&  bagpipes) &&  other than fairground organs && mechanical street organs ] && [ ![ Brass-wind instruments ] ] ] && [ ![ Woodwind instruments ] && ![ Accordions && similar instruments; mouth organs ] && ![ Keyboard pipe organs; harmoniums && similar keyboard instruments with free metal reeds ] ] ],pipe organ;fairground organ;wind musical;mechanical street;example;clarinet;accordion;trumpet;musical instrument;street organ;bagpipe,pipe organ;mouth organ;metal reed;harmonium;keyboard instrument;wind instrument;accordion;free metal;Keyboard pipe;brass;similar instrument;similar keyboard;woodwind instrument,920590
9206.00,0,Percussion musical instruments (for example &&  drums &&  xylophones &&  cymbals &&  castanets &&  maracas),,[ Percussion musical instruments (for example &&  drums &&  xylophones &&  cymbals &&  castanets &&  maracas) ],drum;maracas;example;castanet;percussion musical;xylophone;musical instrument;cymbal,,920600
9206.00.20.00,1,Drums,,[ Percussion musical instruments (for example &&  drums &&  xylophones &&  cymbals &&  castanets &&  maracas) ] && [ Drums ],drum;maracas;example;castanet;Drums;percussion musical;xylophone;musical instrument;cymbal,,920600
9206.00.40.00,1,Cymbals,,[ Percussion musical instruments (for example &&  drums &&  xylophones &&  cymbals &&  castanets &&  maracas) ] && [ Cymbals ],drum;maracas;example;castanet;percussion musical;xylophone;musical instrument;cymbal,,920600
9206.00.60.00,1,Sets of tuned bells known as chimes &&  peals or carillons,,[ Percussion musical instruments (for example &&  drums &&  xylophones &&  cymbals &&  castanets &&  maracas) ] && [ Sets of tuned bells known as chimes &&  peals or carillons ],drum;maracas;peal;example;castanet;chime;percussion musical;xylophone;tune bell;carillon;musical instrument;cymbal,,920600
9206.00.80.00,1,Other,,[ [ Percussion musical instruments (for example &&  drums &&  xylophones &&  cymbals &&  castanets &&  maracas) ] && [ ![ Sets of tuned bells known as chimes &&  peals or carillons ] && ![ Cymbals ] && ![ Drums ] ] ],drum;maracas;example;castanet;percussion musical;xylophone;musical instrument;cymbal,drum;peal;chime;tune bell;carillon;cymbal,920600
9207,0,Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions),,[ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ],produce;example;accordion;sound;musical instrument;organ,,9207
9207.10.00,1,Keyboard instruments &&  other than accordions,,[ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ],produce;example;accordion;sound;musical instrument;organ;Keyboard instrument,,920710
,2,Music synthesizers,,[ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ Music synthesizers ],produce;example;music synthesizer;accordion;sound;musical instrument;organ;Keyboard instrument,,
9207.10.00.05,3,Valued under $100 each,,[ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ Music synthesizers ] && [ Valued under $100 each ],produce;example;music synthesizer;accordion;sound;musical instrument;organ;Keyboard instrument;value,,920710
9207.10.00.10,3,Valued $100 or over each,,[ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ Music synthesizers ] && [ Valued $100 or over each ],produce;example;music synthesizer;accordion;sound;musical instrument;organ;Keyboard instrument;value,,920710
,2,Other,,[ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ ![ Music synthesizers ] ] ],produce;example;accordion;sound;musical instrument;organ;Keyboard instrument,music synthesizer,
,3,With more than one keyboard,,[ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ ![ Music synthesizers ] ] ] && [ With more than one keyboard ],produce;example;accordion;sound;keyboard;musical instrument;organ;Keyboard instrument,music synthesizer,
9207.10.00.45,4,Valued under $200 each,,[ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ ![ Music synthesizers ] ] ] && [ With more than one keyboard ] && [ Valued under $200 each ],produce;example;accordion;sound;keyboard;musical instrument;organ;Keyboard instrument;value,music synthesizer,920710
9207.10.00.55,4,Valued $200 or over each,,[ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ ![ Music synthesizers ] ] ] && [ With more than one keyboard ] && [ Valued $200 or over each ],produce;example;accordion;sound;keyboard;musical instrument;organ;Keyboard instrument;value,music synthesizer,920710
,3,With one keyboard,,[ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ ![ Music synthesizers ] ] ] && [ With one keyboard ],produce;example;accordion;sound;keyboard;musical instrument;organ;Keyboard instrument,music synthesizer,
9207.10.00.60,4,Hand-held,,[ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ ![ Music synthesizers ] ] ] && [ With one keyboard ] && [ Hand-held ],hold;produce;Hand;example;accordion;sound;keyboard;musical instrument;organ;Keyboard instrument,music synthesizer,920710
,4,Other,,[ [ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ ![ Music synthesizers ] ] ] && [ With one keyboard ] && [ ![ Hand-held ] ] ],produce;example;accordion;sound;keyboard;musical instrument;organ;Keyboard instrument,hand;hold;music synthesizer,
9207.10.00.65,5,Valued under $100 each,,[ [ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ ![ Music synthesizers ] ] ] && [ With one keyboard ] && [ ![ Hand-held ] ] ] && [ Valued under $100 each ],produce;example;accordion;sound;keyboard;musical instrument;organ;Keyboard instrument;value,hand;hold;music synthesizer,920710
9207.10.00.75,5,Valued $100 or over each,,[ [ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ Keyboard instruments &&  other than accordions ] && [ ![ Music synthesizers ] ] ] && [ With one keyboard ] && [ ![ Hand-held ] ] ] && [ Valued $100 or over each ],produce;example;accordion;sound;keyboard;musical instrument;organ;Keyboard instrument;value,hand;hold;music synthesizer,920710
9207.90.00,1,Other,,[ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ ![ Keyboard instruments &&  other than accordions ] ] ],produce;example;accordion;sound;musical instrument;organ,Keyboard instrument;accordion,920790
9207.90.00.40,2,Fretted stringed instruments,,[ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ ![ Keyboard instruments &&  other than accordions ] ] ] && [ Fretted stringed instruments ],produce;Fretted string;example;accordion;sound;musical instrument;organ;string instrument,Keyboard instrument;accordion,920790
9207.90.00.80,2,Other,,[ [ [ Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions) ] && [ ![ Keyboard instruments &&  other than accordions ] ] ] && [ ![ Fretted stringed instruments ] ] ],produce;example;accordion;sound;musical instrument;organ,Keyboard instrument;fret string;accordion;string instrument,920790
9208,0,Music boxes &&  fairground organs &&  mechanical street organs &&  mechanical singing birds &&  musical saws && other musical instruments not falling within any other heading of this chapter; decoy calls of all kinds; whistles &&  call horns && other mouth-blown sound signaling instruments,,[ Music boxes &&  fairground organs &&  mechanical street organs &&  mechanical singing birds &&  musical saws && other musical instruments not falling within any other heading of this chapter; decoy calls of all kinds; whistles &&  call horns && other mouth-blown sound signaling instruments ],singing bird;blow sound;chapter;mouth;mechanical singing;fairground organ;signal instrument;mechanical street;whistle;sound signal;heading;horn;musical instrument;musical saw;kind;street organ;decoy;music box,,9208
9208.10.00.00,1,Music boxes,,[ Music boxes &&  fairground organs &&  mechanical street organs &&  mechanical singing birds &&  musical saws && other musical instruments not falling within any other heading of this chapter; decoy calls of all kinds; whistles &&  call horns && other mouth-blown sound signaling instruments ] && [ Music boxes ],singing bird;blow sound;chapter;mouth;mechanical singing;fairground organ;signal instrument;mechanical street;whistle;sound signal;heading;horn;musical instrument;musical saw;kind;street organ;decoy;music box,,920810
9208.90.00,1,Other,,[ [ Music boxes &&  fairground organs &&  mechanical street organs &&  mechanical singing birds &&  musical saws && other musical instruments not falling within any other heading of this chapter; decoy calls of all kinds; whistles &&  call horns && other mouth-blown sound signaling instruments ] && [ ![ Music boxes ] ] ],singing bird;blow sound;chapter;mouth;mechanical singing;fairground organ;signal instrument;mechanical street;whistle;sound signal;heading;horn;musical instrument;musical saw;kind;street organ;decoy;music box,music box,920890
9208.90.00.40,2,Musical instruments,,[ [ Music boxes &&  fairground organs &&  mechanical street organs &&  mechanical singing birds &&  musical saws && other musical instruments not falling within any other heading of this chapter; decoy calls of all kinds; whistles &&  call horns && other mouth-blown sound signaling instruments ] && [ ![ Music boxes ] ] ] && [ Musical instruments ],singing bird;blow sound;chapter;mouth;mechanical singing;fairground organ;signal instrument;mechanical street;whistle;sound signal;heading;horn;musical instrument;musical saw;kind;street organ;decoy;music box,music box,920890
9208.90.00.80,2,Other,,[ [ [ Music boxes &&  fairground organs &&  mechanical street organs &&  mechanical singing birds &&  musical saws && other musical instruments not falling within any other heading of this chapter; decoy calls of all kinds; whistles &&  call horns && other mouth-blown sound signaling instruments ] && [ ![ Music boxes ] ] ] && [ ![ Musical instruments ] ] ],singing bird;blow sound;chapter;mouth;mechanical singing;fairground organ;signal instrument;mechanical street;whistle;sound signal;heading;horn;musical instrument;musical saw;kind;street organ;decoy;music box,musical instrument;music box,920890
9209,0,Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds,,[ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ],metronome;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;music box;accessory,,9209
9209.30.00.00,1,Musical instrument strings,,[ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ Musical instrument strings ],metronome;mechanical instrument;tune fork;example;discs;instrument string;card;musical instrument;mechanism;pitch pipe;kind;music box;accessory,,920930
,1,Other,,[ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ],metronome;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;music box;accessory,musical instrument;instrument string,
9209.91,2,Parts && accessories for pianos,,[ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ Parts && accessories for pianos ],metronome;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;piano;kind;Parts;music box;accessory,musical instrument;instrument string,920991
9209.91.40.00,3,Tuning pins,,[ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ Parts && accessories for pianos ] && [ Tuning pins ],metronome;tune pin;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;piano;kind;Parts;music box;accessory,musical instrument;instrument string,920991
9209.91.80.00,3,Other,,[ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ Parts && accessories for pianos ] && [ ![ Tuning pins ] ] ],metronome;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;piano;kind;Parts;music box;accessory,tune pin;musical instrument;instrument string,920991
9209.92,2,Parts && accessories for the musical instruments of heading 9202,,[ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ Parts && accessories for the musical instruments of heading 9202 ],metronome;head;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;Parts;music box;accessory,musical instrument;instrument string,920992
9209.92.20.00,3,Mutes &&  collapsible musical instrument stands && music holders for attachment to musical instruments,,[ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ Parts && accessories for the musical instruments of heading 9202 ] && [ Mutes &&  collapsible musical instrument stands && music holders for attachment to musical instruments ],metronome;head;mechanical instrument;tune fork;example;discs;attachment;collapsible musical;card;Mutes;instrument stand;musical instrument;music holder;mechanism;pitch pipe;kind;Parts;music box;accessory,musical instrument;instrument string,920992
9209.92.40.00,3,Tuning pins,,[ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ Parts && accessories for the musical instruments of heading 9202 ] && [ Tuning pins ],metronome;tune pin;head;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;Parts;music box;accessory,musical instrument;instrument string,920992
9209.92.60.00,3,Bows &&  parts of bows &&  bow hair &&  chin rests && other parts && accessories for string instruments played with a bow,,[ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ Parts && accessories for the musical instruments of heading 9202 ] && [ Bows &&  parts of bows &&  bow hair &&  chin rests && other parts && accessories for string instruments played with a bow ],metronome;head;mechanical instrument;chin rest;tune fork;example;discs;Bows;card;bow;musical instrument;instrument play;mechanism;pitch pipe;kind;hair;Parts;music box;accessory,musical instrument;instrument string,920992
9209.92.80.00,3,Other,,[ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ Parts && accessories for the musical instruments of heading 9202 ] && [ ![ Bows &&  parts of bows &&  bow hair &&  chin rests && other parts && accessories for string instruments played with a bow ] && ![ Tuning pins ] && ![ Mutes &&  collapsible musical instrument stands && music holders for attachment to musical instruments ] ] ],metronome;head;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;Parts;music box;accessory,chin rest;attachment;Bows;collapsible musical;instrument string;Mutes;instrument stand;bow;musical instrument;instrument play;tune pin;music holder;hair;accessory,920992
9209.94,2,Parts && accessories for the musical instruments of heading 9207,,[ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ Parts && accessories for the musical instruments of heading 9207 ],metronome;head;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;Parts;music box;accessory,musical instrument;instrument string,920994
9209.94.40.00,3,Collapsible musical instrument stands,,[ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ Parts && accessories for the musical instruments of heading 9207 ] && [ Collapsible musical instrument stands ],metronome;head;mechanical instrument;tune fork;example;discs;collapsible musical;card;instrument stand;musical instrument;mechanism;pitch pipe;kind;Parts;music box;accessory,musical instrument;instrument string,920994
9209.94.80.00,3,Other,,[ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ Parts && accessories for the musical instruments of heading 9207 ] && [ ![ Collapsible musical instrument stands ] ] ],metronome;head;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;Parts;music box;accessory,instrument stand;collapsible musical;musical instrument;instrument string,920994
9209.99,2,Other,,[ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ],metronome;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;music box;accessory,head;instrument string;musical instrument;piano;accessory,920999
9209.99.05.00,3,Metronomes &&  tuning forks && pitch pipes,,[ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ Metronomes &&  tuning forks && pitch pipes ],metronome;mechanical instrument;tune fork;example;discs;card;Metronomes;musical instrument;mechanism;pitch pipe;kind;music box;accessory,head;instrument string;musical instrument;piano;accessory,920999
9209.99.10.00,3,Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments,,[ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ],discs;pedal;damper;cymbal;lyre;example;spur;pitch pipe;music box;drum;mute;musical instrument;kind;accessory;metronome;hold music;mechanical instrument;collapsible stand;tune fork;attachment;card;mechanism;music holder,head;instrument string;musical instrument;piano;accessory,920999
,3,Other,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ],metronome;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;music box;accessory,drum;hold music;head;collapsible stand;lyre;tune fork;mute;attachment;instrument string;pedal;damper;spur;Metronomes;musical instrument;cymbal;pitch pipe;piano;music holder;accessory,
9209.99.16.00,4,For pipe organs of subheading 9205.90.12,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For pipe organs of subheading 9205.90.12 ],metronome;pipe organ;mechanical instrument;subheade;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;music box;accessory,drum;hold music;head;collapsible stand;lyre;tune fork;mute;attachment;instrument string;pedal;damper;spur;Metronomes;musical instrument;cymbal;pitch pipe;piano;music holder;accessory,920999
9209.99.18.00,4,For instruments of subheading 9205.90.14,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For instruments of subheading 9205.90.14 ],metronome;mechanical instrument;subheade;tune fork;example;discs;instrument;card;musical instrument;mechanism;pitch pipe;kind;music box;accessory,drum;hold music;head;collapsible stand;lyre;tune fork;mute;attachment;instrument string;pedal;damper;spur;Metronomes;musical instrument;cymbal;pitch pipe;piano;music holder;accessory,920999
9209.99.20.00,4,For bagpipes,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For bagpipes ],metronome;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;bagpipe;music box;accessory,drum;hold music;head;collapsible stand;lyre;tune fork;mute;attachment;instrument string;pedal;damper;spur;Metronomes;musical instrument;cymbal;pitch pipe;piano;music holder;accessory,920999
