,genus,species,common_name,range_state
302,Dipterocarpus,alatus,Chloeuteal;Dau;Khlong;Thbeng;Gurjun;Keroeing;Nhang;Keruing Gaga;Keruing Bajak;Keruing Beras;Yang;Kanyin;Apitong;Hora;Yang;Yaou;Dau;Tro;Keruing,KH;IN;ID;LA;MY;MM;PH;LK;TH;VN
303,Dipterocarpus,appendiculatus,Chloeuteal;Dau;Khlong;Thbeng;Gurjun;Keroeing;Nhang;Keruing Gaga;Keruing Bajak;Keruing Beras;Yang;Kanyin;Apitong;Hora;Yang;Yaou;Dau;Tro;Keruing,KH;IN;ID;LA;MY;MM;PH;LK;TH;VN
304,Dipterocarpus,baudii,Chloeuteal;Dau;Khlong;Thbeng;Gurjun;Keroeing;Nhang;Keruing Gaga;Keruing Bajak;Keruing Beras;Yang;Kanyin;Apitong;Hora;Yang;Yaou;Dau;Tro;Keruing,KH;IN;ID;LA;MY;MM;PH;LK;TH;VN
305,Dipterocarpus,cornutus,Chloeuteal;Dau;Khlong;Thbeng;Gurjun;Keroeing;Nhang;Keruing Gaga;Keruing Bajak;Keruing Beras;Yang;Kanyin;Apitong;Hora;Yang;Yaou;Dau;Tro;Keruing,KH;IN;ID;LA;MY;MM;PH;LK;TH;VN
306,Dipterocarpus,costulatus,Chloeuteal;Dau;Khlong;Thbeng;Gurjun;Keroeing;Nhang;Keruing Gaga;Keruing Bajak;Keruing Beras;Yang;Kanyin;Apitong;Hora;Yang;Yaou;Dau;Tro;Keruing,KH;IN;ID;LA;MY;MM;PH;LK;TH;VN
307,Dipterocarpus,kerrii,Chloeuteal;Dau;Khlong;Thbeng;Gurjun;Keroeing;Nhang;Keruing Gaga;Keruing Bajak;Keruing Beras;Yang;Kanyin;Apitong;Hora;Yang;Yaou;Dau;Tro;Keruing,KH;IN;ID;LA;MY;MM;PH;LK;TH;VN
308,Dipterocarpus,verrucosus,Chloeuteal;Dau;Khlong;Thbeng;Gurjun;Keroeing;Nhang;Keruing Gaga;Keruing Bajak;Keruing Beras;Yang;Kanyin;Apitong;Hora;Yang;Yaou;Dau;Tro;Keruing,KH;IN;ID;LA;MY;MM;PH;LK;TH;VN
309,Dipterocarpus,,Keruing,KH;IN;ID;LA;MY;MM;PH;LK;TH;VN
310,Dipteryx,,Cumaru,BO;BR;CO;GY;GF;HN;PE;SR;VE
311,Diptrocarpus,gracilis;Dipterocarpus,Chloeuteal;Dau;Khlong;Thbeng;Gurjun;Keroeing;Nhang;Keruing Gaga;Keruing Bajak;Keruing Beras;Yang;Kanyin;Apitong;Hora;Yang;Yaou;Dau;Tro;Keruing,KH;IN;ID;LA;MY;MM;PH;LK;TH;VN
312,Distemonanthus,benthamianus,Ayan;Eyen;Barre;Eyen;Eyen;Movingui;Ayan;Ayan;Ayanran;Ayan;Distemonanthus;Movingui,BJ;CM;CI;GQ;GA;GH;NG;GB
313,Dracontomelon,dao,Sengkulang;Dao;Ulandug;Lamio;Paldao,MY;PH
314,Dracontomelon,edule,Sengkulang;Dao;Ulandug;Lamio;Paldao,MY;PH
315,Dracontomelon,sylvestre,Sengkulang;Dao;Ulandug;Lamio;Paldao,MY;PH
316,Dryobalanops,aromatica,Kapur Bukit;Kapur Peringii;Kapur Anggi;Kapur Singkel;Kapur Sintuk;Kapur Empedu;Kapur Tanduk;Kapur Kayatan;Petanang;Kapur-Kejatan;Keladan;Swamp Kapur;Borneo Camphorwood-Paigie;Capur;Borneo Camphor;Borneo Camphorwood;Borneo Camphorwood-Paigie;Kapur,BN;ID;MY;FR;GB
317,Dryobalanops,beccarii,Kapur Bukit;Kapur Peringii;Kapur Anggi;Kapur Singkel;Kapur Sintuk;Kapur Empedu;Kapur Tanduk;Kapur Kayatan;Petanang;Kapur-Kejatan;Keladan;Swamp Kapur;Borneo Camphorwood-Paigie;Capur;Borneo Camphor;Borneo Camphorwood;Borneo Camphorwood-Paigie;Kapur,BN;ID;MY;FR;GB
318,Dryobalanops,fusca,Kapur Bukit;Kapur Peringii;Kapur Anggi;Kapur Singkel;Kapur Sintuk;Kapur Empedu;Kapur Tanduk;Kapur Kayatan;Petanang;Kapur-Kejatan;Keladan;Swamp Kapur;Borneo Camphorwood-Paigie;Capur;Borneo Camphor;Borneo Camphorwood;Borneo Camphorwood-Paigie;Kapur,BN;ID;MY;FR;GB
319,Dryobalanops,lanceolata,Kapur Bukit;Kapur Peringii;Kapur Anggi;Kapur Singkel;Kapur Sintuk;Kapur Empedu;Kapur Tanduk;Kapur Kayatan;Petanang;Kapur-Kejatan;Keladan;Swamp Kapur;Borneo Camphorwood-Paigie;Capur;Borneo Camphor;Borneo Camphorwood;Borneo Camphorwood-Paigie;Kapur,BN;ID;MY;FR;GB
320,Dryobalanops,oblongifolia,Kapur Bukit;Kapur Peringii;Kapur Anggi;Kapur Singkel;Kapur Sintuk;Kapur Empedu;Kapur Tanduk;Kapur Kayatan;Petanang;Kapur-Kejatan;Keladan;Swamp Kapur;Borneo Camphorwood-Paigie;Capur;Borneo Camphor;Borneo Camphorwood;Borneo Camphorwood-Paigie;Kapur,BN;ID;MY;FR;GB
321,Dryobalanops,rappa,Kapur Bukit;Kapur Peringii;Kapur Anggi;Kapur Singkel;Kapur Sintuk;Kapur Empedu;Kapur Tanduk;Kapur Kayatan;Petanang;Kapur-Kejatan;Keladan;Swamp Kapur;Borneo Camphorwood-Paigie;Capur;Borneo Camphor;Borneo Camphorwood;Borneo Camphorwood-Paigie;Kapur,BN;ID;MY;FR;GB
322,Dryobalanops,sumatrensis,Kapur Bukit;Kapur Peringii;Kapur Anggi;Kapur Singkel;Kapur Sintuk;Kapur Empedu;Kapur Tanduk;Kapur Kayatan;Petanang;Kapur-Kejatan;Keladan;Swamp Kapur;Borneo Camphorwood-Paigie;Capur;Borneo Camphor;Borneo Camphorwood;Borneo Camphorwood-Paigie;Kapur,BN;ID;MY;FR;GB
323,Dryobalanops,,Kapur,BN;ID;MY;FR;GB
324,Drypetes,gossweileri,Yungu,
325,Duabanga,grandiflora,Lampati Ramdala;Kalam;Magas;Magaswith;Phay-Sung;Tagahas;Myaukngo;Duabanga;Loktob;Linkwai;Phay;Duabanga,IN;ID;MY;MM;PG;PH;TH;VN
326,Duboscia,viridiflora,Akak,
327,Dumoria,africana,Makoré;Baku;Abacu;Okola;Douka;Makoré;Douka,CI;GH;GQ;GA
328,Durio,,Durian,ID;MY;FR;GB
329,Dyera,costulata,Jelutong;Djelutong;Melabuwai;Jelutong;Andjaroetoeng;Letoeng;Pantoeng;Jelutong Bukit;Jelutong Paya;Red and/or White Jelutong;Jelutong,ID;MY;SG
330,Dyera,lowii,Jelutong;Djelutong;Melabuwai;Jelutong;Andjaroetoeng;Letoeng;Pantoeng;Jelutong Bukit;Jelutong Paya;Red and/or White Jelutong;Jelutong,ID;MY;SG
331,Dyera,polyphylla,Jelutong;Djelutong;Melabuwai;Jelutong;Andjaroetoeng;Letoeng;Pantoeng;Jelutong Bukit;Jelutong Paya;Red and/or White Jelutong;Jelutong,ID;MY;SG
332,Enantia,chlorantha,African whitewood;Moambé jaune,GB
333,Enantia,,Moambé jaune,GB
334,Endospermum,,Sesendok,FJ;ID;MY;PH;PG
335,Entandrophragma,angolense,Acuminata;Livuité;Kiluka;Tiama;Dongomanguila;Abeubêgne;Edinam;Gêdu-Nohor;Mukusu;Lifaki;Vovo;Tiama-Mahagoni;Gêdu-Nohor;Tiama,AO;CG;CI;GQ;GA;GH;NG;UG;CD;DE;GB
336,Entandrophragma,candollei,Lifuco;Atom-Assie;Kosipo;Penkwa-Akowaa;Omu;Heavy Sapelle;Impompo;Kosipo-Mahagoni;Omu;Kosipo,AO;CM;CI;GH;NG;CD;DE;GB
337,Entandrophragma,congoense,Acuminata;Livuité;Kiluka;Tiama;Dongomanguila;Abeubêgne;Edinam;Gêdu-Nohor;Mukusu;Lifaki;Vovo;Tiama-Mahagoni;Gêdu-Nohor;Tiama,AO;CG;CI;GQ;GA;GH;NG;UG;CD;DE;GB
338,Entandrophragma,cylindricum,Undianuno;Assié-Sapelli;M’Boyo;Undianuno;Aboudikro;Penkwa;Sapele;Muyovu;Lifaki;Sapelli-Mahagoni;Sapele;Sapelli,AO;CM;CF;CG;CI;GH;NG;UG;CD;DE;GB
339,Entandrophragma,ekebergioides,Mutaco,
340,Entandrophragma,spicatum,Mutaco,
341,Entandrophragma,utile,Kalungi;Asseng-Assié;Sipo;Abebay;Assi;Utile;Utile;Mufumbi;Liboyo;Sipo-Mahagoni;Utile;Sipo,AO;CM;CI;GQ;GA;GH;NG;UG;CD;DE;GB
342,Enterolobium,contortisiliquum,Caro-Caro;Orejero;Pacara Earpod Tree;Tamboril;Timbo-Colorado;Timbo;Timbo,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE
343,Enterolobium,schomburgkii,Batibatra;Fava de Rosca;Fava Orelha de Macaco;Fava Orelha de Negro;Timbauba;Timborana;Acacia Franc;Bougou Bati Batra;Tamaren Prokoni;Batibatra,BR;GF;SR
344,Eperua,,Walaba,BR;GF;GY;SR;VE
345,Eribroma,oblongum,Bongele;Eyong;Bongo;Bi;N’Chong;N’Zong;N’Chong;N’Zong;Ohaa;Okoko;White Sterculia;Yellow Sterculia;Eyong,CM;CF;CI;GQ;GA;GH;NG;GB
346,Erisma,uncinatum,Quarubarana;Jaboty;Cedrinho;Cambara;Quarubatinga;Quaruba;Vermelha;Jaboty;Manonti Kouali;Felli Kouali;Cambara;Singri-Kwari;Mureillo;Cambara;Jaboty;Cambara,BR;GF;PE;SR;VE;DE
347,Erisma,,Cambara (Jaboty),BR;GF;PE;SR;VE;DE
348,Erythrophleum,ivorense,Elone;N'Kassa;Alui;Tali;Eloun;Elondo;Eloun;Potrodom;Mancone;Missanda;Sasswood;Tali;Gogbei;Mwavi;Muave;Missandra;Tali,CM;CG;CI;CD;GQ;GA;GH;GW;MZ;NG;SN;SL;TZ;ZM;GB
349,Erythrophleum,suaveolens;Erythrophleum,Elone;N'Kassa;Alui;Tali;Eloun;Elondo;Eloun;Potrodom;Mancone;Missanda;Sasswood;Tali;Gogbei;Mwavi;Muave;Missandra;Tali,CM;CG;CI;CD;GQ;GA;GH;GW;MZ;NG;SN;SL;TZ;ZM;GB
350,Erythrophleum,,Tali,CM;CG;CI;CD;GQ;GA;GH;GW;MZ;NG;SN;SL;TZ;ZM;GB
351,Erythroxylum,mannii,Landa;Lukienzo;Dabe;Landa;Nkanza;Bimini;Landa,CM;CG;CI;GA;CD;SL
352,Eschweilera,amara,Mata-Mata;Matamata Preto;Baakalaka;Baikaaki;Balibon;Kouanda;Maho;Mahot Noir;Mahou;Black Kakaralli;Kakaralli;Hoogland Barklak;Manbarklak;Mata-Mata,BR;GF;GY;SR
353,Eschweilera,grandiflora,Sapucaia;Sapukaina;Sapucaia,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE
354,Eschweilera,,Mata-Mata,BR;GF;GY;SR
355,Eugenia,,Kelat,IN;ID;MY;MM;PG;PH;TH;VN
356,Eusideroxylon,melagangai,Malagangai,
357,Eusideroxylon,zwageri,Onglen;Un;Tambulian;Billian,ID;PH
358,Euxylophora,paraensis,Pau amarelo,
359,Fagara,heitzii,Bongo;M'Banza;Kamasumu;Olong;Olon;Olon,CM;CG;CD;GQ;GA
360,Fagara,inaequalis,Olonvogo,
361,Fagara,macrophylla,Olonvogo,
362,Fagara,tessmannii,Olonvogo,
363,Fagaropsis,angolensis,Mfu;Mkunguni;Mtongoti;Muyinja;Mafu,TZ;KE
364,Fagraea,fragrans,Tatro;Trai;Buabua;Temasuk;Anan;Ananma;Urung;Tembusu,KH;FJ;MY;MM;PH
365,Fillaeopsis,discophora,Nieuk,
366,Funtumia,africana,Mutondo,
367,Funtumia,elastica,Mutondo,
368,Funtumia,latifolia,Mutondo,
369,Gambeya,lacourtiana,Abam;Bopambu;Longhi;Akatio;Anandio;Aningueri Rouge;M’bebame;Akasa;Ekpiro;Osan;Longhi,CM;CF;CG;CI;GA;GH;NG
370,Gambeya,subnuda,Abam;Bopambu;Longhi;Akatio;Anandio;Aningueri Rouge;M’bebame;Akasa;Ekpiro;Osan;Longhi,CM;CF;CG;CI;GA;GH;NG
371,Gambeyobotrys,gigantea,Mukali;Kali;M’Boul;Mukali;N’Kali;Aningueri blanc;Aniegre;Kararo;Muna;Mukangu;Landojan;Osan;Tutu;Aningré-Tanganyika Nuss;Tanganyika Nuss;Aningeria;Aningré;Aniégré,AO;CF;CG;CI;ET;KE;NG;UG;CD;DE;IT;GB
372,Ganua,motleyana,Pali;Nyatoh;Nyatoh;Mayang;Taban;Riam;Pencil Cedar;Nato;Kha-Nunnok;Chay;Balam;Padang;Nyatoh,IN;ID;MY;PG;PH;TH;VN;NL;GB
373,Gilbertiodendron,dewevrei,Ekobem;Molapa;Epal;Vaa;Ditshipi;Ligudu;Limbali;Abeum;Tetekon;Sehmeh;Limbali,CM;CF;CG;CI;CD;GA;GH;LR
374,Gilbertiodendron,preussii,Ekobem;Molapa;Epal;Vaa;Ditshipi;Ligudu;Limbali;Abeum;Tetekon;Sehmeh;Limbali,CM;CF;CG;CI;CD;GA;GH;LR
375,Gilbertiodendron,,Limbali,CM;CF;CG;CI;CD;GA;GH;LR
376,Gluta,,Rengas,MY;MM;ID;TH
377,Glycydendron,amazonicum,Mirindiba-Doce;Pau-de-Casca-Doce;Mirindiba-Doce,BR
378,Gmelina,arborea,Gamar;Gamari;Gomari;Gumbar;Gumhar;Gambhar;Gomari;Gumhar;Kambhari;Sewan;Mai Saw;Yemane;Yemani;Yemari;Gamari;Gambari;Gumhari;Khamari;Gumari;Saw;So;So-maeo;Gmelina;Melina;Peuplier d Afrique;Gumar-Teak;Gmelina;Melina;Beechwood;Gmelina;Goomar Teak;Kashmir Tree;Malay Beechwood;White Teak;Yemane;Yemane,BD;IN;MM;NP;TH;FR;DE;ES;GB
379,Gmelina,vitiensis,Rosawa,
380,Gonystylus,bancanus,Garu-Buaja;Akenia;Medang Keram;Melawis;Ramin Batu;Ramin Telur;Ahmin;Lantunan-Bagio;Ainunura;Latareko;Petata;Fungunigalo;Akenia;Ramin,ID;MY;PH;SB;CH
381,Gonystylus,macrophyllus,Garu-Buaja;Akenia;Medang Keram;Melawis;Ramin Batu;Ramin Telur;Ahmin;Lantunan-Bagio;Ainunura;Latareko;Petata;Fungunigalo;Akenia;Ramin,ID;MY;PH;SB;CH
382,Gonystylus,philippinensis,Garu-Buaja;Akenia;Medang Keram;Melawis;Ramin Batu;Ramin Telur;Ahmin;Lantunan-Bagio;Ainunura;Latareko;Petata;Fungunigalo;Akenia;Ramin,ID;MY;PH;SB;CH
383,Gonystylus,reticulatus,Garu-Buaja;Akenia;Medang Keram;Melawis;Ramin Batu;Ramin Telur;Ahmin;Lantunan-Bagio;Ainunura;Latareko;Petata;Fungunigalo;Akenia;Ramin,ID;MY;PH;SB;CH
384,Gossweilerodendron,balsamiferum,Tola branca;Sinedon;Tola;Tola blanc;Emolo;Agba;Ntola;Agba;Tola branca;Agba;Oduma;Tola,AO;CM;CG;GA;NG;CD;DE;GB
385,Gossweilerodendron,joveri,Tola branca;Sinedon;Tola;Tola blanc;Emolo;Agba;Ntola;Agba;Tola branca;Agba;Oduma;Tola,AO;CM;CG;GA;NG;CD;DE;GB
386,Goupia,glabra,Cachaceiro;Copiuva;Cupiuba;Chaquiro;Saino;Sapino;Goupi;Copi;Kabukalli;Capricornia;Koepi;Congrio Blanco;Kabulalli;Cupiuba,BR;CO;GF;GY;PE;SR;VE;GB
387,Guaiacum,,Gaiac,MX;VE;FR;DE;NL;ES;GB
388,Guarea,cedrata,Bossé;Kwabohoro;Obobo Nofua;Bosasa;Bossé;Scented Guarea;Bossé clair,CI;GH;NG;CD;DE;GB
389,Guarea,guara,Jito,
390,Guarea,guidonia,Jito,
391,Guarea,laurentii,Bossé;Kwabohoro;Obobo Nofua;Bosasa;Bossé;Scented Guarea;Bossé clair,CI;GH;NG;CD;DE;GB
392,Guarea,thompsonii,Mutigbanaye;Bolon;Obobo Nekwi;Diampi;Diampi;Black Guarea;Bossé foncé,CI;KE;NG;CD;DE;GB
393,Guarea,trichilioides,Jito,
394,Guibourtia,arnoldiana,Muzaule;African Rosewood;Copalier;False Mopane;Mushibi;Musibi;Mussive;Muzaule;Muxibe;Rhodesian copalwood;Mutenyé;Mussibi,ZW;GB
395,Guibourtia,coleosperma,Muzaule;African Rosewood;Copalier;False Mopane;Mushibi;Musibi;Mussive;Muzaule;Muxibe;Rhodesian copalwood;Mutenyé;Mussibi,ZW;GB
396,Guibourtia,demeusei,Essingang;Buvenga;Kevasingo;Bubinga,CM;GA;GB
397,Guibourtia,ehie,Amazakoue;Palissandro;Ovengkol;Hyeduanini;Anokye;Mozambique;Ovengkol,CI;GQ;GA;GH;US
398,Guibourtia,pellegriniana,Essingang;Buvenga;Kevasingo;Bubinga,CM;GA;GB
399,Guibourtia,tessmannii,Essingang;Buvenga;Kevasingo;Bubinga,CM;GA;GB
400,Guibourtia,,Bubinga,CM;GA;GB
401,Haldina,cordifolia,Khvao;Kwao;Haldu;Lasi;Thom;Meraga;Hnaw;Adina;Haldu;Kolon;Kwao;Tong Lueang;Gao-Vang;Haldu,KH;IN;ID;LA;MY;MM;PH;LK;TH;VN
402,Hallea,ciliata,Mivuku;Elolom;Vuku;Bahia;Elelon;Elelom Nzam;Subaha;Abura;Mboi;Nzingu;Mvuku;Nzingu;Bahia;Abura,AO;CM;CG;CI;GQ;GA;GH;NG;SL;UG;CD;ZM;FR
403,Hallea,rubrostipulata,Mivuku;Elolom;Vuku;Bahia;Elelon;Elelom Nzam;Subaha;Abura;Mboi;Nzingu;Mvuku;Nzingu;Bahia;Abura,AO;CM;CG;CI;GQ;GA;GH;NG;SL;UG;CD;ZM;FR
404,Hallea,stipulosa,Mivuku;Elolom;Vuku;Bahia;Elelon;Elelom Nzam;Subaha;Abura;Mboi;Nzingu;Mvuku;Nzingu;Bahia;Abura,AO;CM;CG;CI;GQ;GA;GH;NG;SL;UG;CD;ZM;FR
405,Handroanthus,capitatus,Lapacho;Ipé;Lapacho;Tajibo;Ipé;Ipé Roxo;Pau d’Arco;Amapa;Prieta;Cortez;Guayacan;Cortés;Canaguate;Polvillo;Roble Morado;Ebene verte;Hakia;Ironwood;Lapacho Negro;Tahuari Negro;Ebano Verde;Groenhart;Poui;Yellow Poui;Acapro;Araguaney;Ipé,AR;BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;GF;GY;PY;PE;SR;TT;VE
406,Handroanthus,heptaphyllus,Lapacho;Ipé;Lapacho;Tajibo;Ipé;Ipé Roxo;Pau d’Arco;Amapa;Prieta;Cortez;Guayacan;Cortés;Canaguate;Polvillo;Roble Morado;Ebene verte;Hakia;Ironwood;Lapacho Negro;Tahuari Negro;Ebano Verde;Groenhart;Poui;Yellow Poui;Acapro;Araguaney;Ipé,AR;BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;GF;GY;PY;PE;SR;TT;VE
407,Handroanthus,impetiginosus,Lapacho;Ipé;Lapacho;Tajibo;Ipé;Ipé Roxo;Pau d’Arco;Amapa;Prieta;Cortez;Guayacan;Cortés;Canaguate;Polvillo;Roble Morado;Ebene verte;Hakia;Ironwood;Lapacho Negro;Tahuari Negro;Ebano Verde;Groenhart;Poui;Yellow Poui;Acapro;Araguaney;Ipé,AR;BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;GF;GY;PY;PE;SR;TT;VE
408,Handroanthus,serratifolius,Lapacho;Ipé;Lapacho;Tajibo;Ipé;Ipé Roxo;Pau d’Arco;Amapa;Prieta;Cortez;Guayacan;Cortés;Canaguate;Polvillo;Roble Morado;Ebene verte;Hakia;Ironwood;Lapacho Negro;Tahuari Negro;Ebano Verde;Groenhart;Poui;Yellow Poui;Acapro;Araguaney;Ipé,AR;BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;GF;GY;PY;PE;SR;TT;VE
409,Haplormosia,monophylla,Black Gum;Liberian Black Gum;Idewa,LR
410,Heritiera,albiflora,Don-Chem;Palapi;Teraling;Mengkulang;Kembang;Kanze;Lumbayau;Chumprag;Huynh;Red Tulip Oak;Brown Tulip Oak;Mengkulang,KH;ID;MY;MM;PH;TH;VN;AU
411,Heritiera,borneensis,Don-Chem;Palapi;Teraling;Mengkulang;Kembang;Kanze;Lumbayau;Chumprag;Huynh;Red Tulip Oak;Brown Tulip Oak;Mengkulang,KH;ID;MY;MM;PH;TH;VN;AU
412,Heritiera,densiflora,Niangon;Ogoue;Nyankom;Whismore;Yami;Niangon,CI;GA;GH;LR;SL
413,Heritiera,javanica,Don-Chem;Palapi;Teraling;Mengkulang;Kembang;Kanze;Lumbayau;Chumprag;Huynh;Red Tulip Oak;Brown Tulip Oak;Mengkulang,KH;ID;MY;MM;PH;TH;VN;AU
414,Heritiera,kuenstleri,Don-Chem;Palapi;Teraling;Mengkulang;Kembang;Kanze;Lumbayau;Chumprag;Huynh;Red Tulip Oak;Brown Tulip Oak;Mengkulang,KH;ID;MY;MM;PH;TH;VN;AU
415,Heritiera,simplicifolia,Don-Chem;Palapi;Teraling;Mengkulang;Kembang;Kanze;Lumbayau;Chumprag;Huynh;Red Tulip Oak;Brown Tulip Oak;Mengkulang,KH;ID;MY;MM;PH;TH;VN;AU
416,Heritiera,sumatrana,Don-Chem;Palapi;Teraling;Mengkulang;Kembang;Kanze;Lumbayau;Chumprag;Huynh;Red Tulip Oak;Brown Tulip Oak;Mengkulang,KH;ID;MY;MM;PH;TH;VN;AU
417,Heritiera,utilis,Niangon;Ogoue;Nyankom;Whismore;Yami;Niangon,CI;GA;GH;LR;SL
418,Heritiera,,Mengkulang,KH;ID;MY;MM;PH;TH;VN;AU
419,Hevea,brasiliensis,Mapalapa;Seringa;Seringueira;Hatti;Hevea Wood;Jeve;Shirenga;Rubber Tree;Arbol de Caucho;Para Rubber Tree;Rubber Wood;Hevea,BR;GY;MY;PE;TH;VE;GB;US
420,Hieronyma,,Pilon,BZ;BR;CO;EC;HN;NI;VE
421,Holoptelea,grandis,Sayo;Avep-Ele;Gomboul;Mbosso;Kékélé;Nemba-Mbobolo;Onakwa;Olazo;Mumuli;Kékélé,BJ;CM;CF;CG;CI;CD;GH;NG;UG
422,Homalium,,Malas,ID;MY;PH;MM;LA
423,Hopea,apiculata,Koki;Merawan/Sengal;Merawan/Sengal;Gagil;Selangan;Selangan-Kasha;Thingan;Light Hopea;Manggachapui;Takhian;Sao;Sau;Merawan,KH;ID;MY;MM;PG;PH;TH;VN
424,Hopea,griffithii,Koki;Merawan/Sengal;Merawan/Sengal;Gagil;Selangan;Selangan-Kasha;Thingan;Light Hopea;Manggachapui;Takhian;Sao;Sau;Merawan,KH;ID;MY;MM;PG;PH;TH;VN
425,Hopea,lowii,Koki;Merawan/Sengal;Merawan/Sengal;Gagil;Selangan;Selangan-Kasha;Thingan;Light Hopea;Manggachapui;Takhian;Sao;Sau;Merawan,KH;ID;MY;MM;PG;PH;TH;VN
426,Hopea,mengarawan,Koki;Merawan/Sengal;Merawan/Sengal;Gagil;Selangan;Selangan-Kasha;Thingan;Light Hopea;Manggachapui;Takhian;Sao;Sau;Merawan,KH;ID;MY;MM;PG;PH;TH;VN
427,Hopea,nervosa,Koki;Merawan/Sengal;Merawan/Sengal;Gagil;Selangan;Selangan-Kasha;Thingan;Light Hopea;Manggachapui;Takhian;Sao;Sau;Merawan,KH;ID;MY;MM;PG;PH;TH;VN
428,Hopea,odorata,Koki;Merawan/Sengal;Merawan/Sengal;Gagil;Selangan;Selangan-Kasha;Thingan;Light Hopea;Manggachapui;Takhian;Sao;Sau;Merawan,KH;ID;MY;MM;PG;PH;TH;VN
429,Hopea,papuana,Koki;Merawan/Sengal;Merawan/Sengal;Gagil;Selangan;Selangan-Kasha;Thingan;Light Hopea;Manggachapui;Takhian;Sao;Sau;Merawan,KH;ID;MY;MM;PG;PH;TH;VN
430,Hopea,sangal,Koki;Merawan/Sengal;Merawan/Sengal;Gagil;Selangan;Selangan-Kasha;Thingan;Light Hopea;Manggachapui;Takhian;Sao;Sau;Merawan,KH;ID;MY;MM;PG;PH;TH;VN
431,Hopea,sulcata,Koki;Merawan/Sengal;Merawan/Sengal;Gagil;Selangan;Selangan-Kasha;Thingan;Light Hopea;Manggachapui;Takhian;Sao;Sau;Merawan,KH;ID;MY;MM;PG;PH;TH;VN
432,Hopea,,Merawan,KH;ID;MY;MM;PG;PH;TH;VN
433,Humiria,balsamifera,Umiri;Oloroso;Chanul;Bois Rouge;Houmiri;Bastard Bulletwood;Meri;Tauaranru;Tauroniro;Quinilla Colorado;Basra Bolletrie;Blakaberi;Tawanonero;Nina;Umiri,BR;CO;EC;GF;GY;PE;SR;VE
434,Humiria,floribunda,Umiri;Oloroso;Chanul;Bois Rouge;Houmiri;Bastard Bulletwood;Meri;Tauaranru;Tauroniro;Quinilla Colorado;Basra Bolletrie;Blakaberi;Tawanonero;Nina;Umiri,BR;CO;EC;GF;GY;PE;SR;VE
435,Hura,crepitans,Ochoco;Assacu;Ceiba Lechosa;Habillo;Sandbox;Bois du Diable;Sablier;Catahua;Possentrie;Possum;Ura Wood;Ceiba Habillo;Jabillo;Possumwood;Assacù,BO;BR;CO;EC;GY;GF;PE;SR;VE;US
436,Hymenaea,courbaril,Jatobá;Gomme Animée;Pois Confiture;Algarrobo;Algarrobo de la Antillas;Algarrobo das Antilhas;Azucar;Cuapinol;Curbaril;Guapinol;Huayo;Jataí;Jutaby;Rode Lokus;Brazilian Cherry;Brazilian Copal;Cayenne Copal;Copal;Demarara Copal;Kerosene Tree;Stinking Toe;Latin American Locust;West Indian Locust;Jatoba,BR;GF;BZ;CR;SV;GT;HN;NI;PA;AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE;BM;BZ;CU;HT;DO;PR;JM;TT;GP;MQ;BS;BB;LC;CW;AW;VC;VI;GD;AG;DM;KY;KN;SX;TC;MF;VG;BQ;AI;BL;MS;SR;GB
437,Hymenolobium,,Angelim,BR;GF;SR
438,Inga,,Inga,AR;BR;GF;GY;HN;PE;SR
439,Intsia,bakeri,Vesi;Merbau;Hintsy;Merbau;Komu;Kwila;Ipil;Ipil Laut;Lum-Paw;Gonuo;Kwila;Kalabau;Moluccan Ironwood;Merbau,FJ;ID;MG;MY;NC;PG;PH;TH;VN;AU;CN;GB
440,Intsia,bijuga,Vesi;Merbau;Hintsy;Merbau;Komu;Kwila;Ipil;Ipil Laut;Lum-Paw;Gonuo;Kwila;Kalabau;Moluccan Ironwood;Merbau,FJ;ID;MG;MY;NC;PG;PH;TH;VN;AU;CN;GB
441,Intsia,palembanica,Vesi;Merbau;Hintsy;Merbau;Komu;Kwila;Ipil;Ipil Laut;Lum-Paw;Gonuo;Kwila;Kalabau;Moluccan Ironwood;Merbau,FJ;ID;MG;MY;NC;PG;PH;TH;VN;AU;CN;GB
442,Intsia,retusa,Vesi;Merbau;Hintsy;Merbau;Komu;Kwila;Ipil;Ipil Laut;Lum-Paw;Gonuo;Kwila;Kalabau;Moluccan Ironwood;Merbau,FJ;ID;MG;MY;NC;PG;PH;TH;VN;AU;CN;GB
443,Irvingia,malayana,Pau Kijang;Kabok;Wild Almond;Kabok,MY;TH;GB
444,Jacaranda,copaia,Carnauba da Matta;Para-Para;Chingale;Copaia;Faux Simarouba;Gualandai;Goebaja;Abey;Cupay;Parapara,BR;CO;GF;PA;SR;VE
445,Julbernardia,pellegriniana,Ekop-Beli;Awoura;Beli;Zebrali;Zebrali;Awoura,CM;GA;FR;DE
446,Julbernardia,seretii,Alumbi,
